biological_variables
ACAD8
NKX3-2
KCNE3
ZNF528
NOMO3
NEK2
CTHRC1
PCBP1
TMEM260
TAF3
FOXD1
AOC2
MANBA
ALDH3A1
C9orf16
SCN2B
LRRC41
CASP4
SYCE1L
POLR1D
MTL5
RNF112
RAN
PQLC3
PPT2
PHGDH
CELSR3
ENSG00000268750
FAM46B
ANO4
EFHC1
CRIP3
PTS
ABCF2
PKD1L3
SLC39A10
TREML1
RAC2
MYH15
SRFBP1
CFL2
TNFAIP3
NRIP3
PLEKHM3
C1orf228
PBK
ZFHX3
DACT1
CIZ1
ECE1
PGM3
NSMCE1
EYA2
SLC30A7
SLC36A1
PRPF19
ZNF23
FMO5
MARVELD3
AKR1B15
C2orf76
FOXL1
CYP8B1
M1AP
ECM1
TUBA1C
SCYL2
OARD1
CD96
LY86
CHRNA5
LARP4B
ERVW-1
SPNS1
FUT7
BPGM
GPR89B
NRN1
TSSK6
SLC14A1
RXRA
AKR1C1
MMP11
LSM14A
SHC4
NFASC
APEX2
TMEM214
HGH1
POMT1
CCDC85A
NPNT
TMEM164
INSRR
TP53INP1
BMP7
ACAP1
SRXN1
ATP1B3
RBM4
ZC3H4
DENND2C
MOB1A
ABCC8
P3H3
ZFP28
ANKRD61
RPS4X
TRAPPC1
FBLN7
EPB41L4B
TNRC6B
BLOC1S5-TXNDC5
SP6
COPG2
VIPR1
BRCA2
P2RY12
SPTSSA
AGO4
SAAL1
SETD7
MEF2B
FPR3
BCS1L
SLBP
WDR77
LRRC75A
RPA3
FKTN
KCTD18
CARHSP1
SALL1
CA4
MEIS3
GTPBP2
XXYLT1
FREM2
STRN4
TMPRSS3
KLF16
ARSE
RNASEH2B
TSPAN3
ADNP2
NLRP1
SLC9A7
CEP41
ENSG00000261732
PARP16
ZNF662
ZCCHC8
PAWR
FAM166B
SLC37A3
CRTAP
SIRT4
LRP1
THUMPD1
DAPL1
SUSD1
DDR2
CCDC42B
FUT8
SLC25A5
KLK7
PHF3
XKR5
ADAM8
BSN
CYS1
OSGEP
KLHL9
TP53TG5
ENO1
CCDC18
DGKQ
KIAA1715
HMGCS2
KMT2E
ASAP3
C6orf141
PDK1
ATP8B2
FBXL22
KLF4
KIAA1614
KCNA5
ENSG00000260300
MOCOS
CHMP1A
HTR1D
LTK
GANAB
PPP1R12A
MORC2
CLMP
TREM1
ARNTL
DGKE
EPHA7
SRRM2
SENP1
RAD18
LGALS8
IFITM1
GLT8D2
IRF2BPL
TMEM182
ZCCHC12
PC
MRFAP1L1
DCAF13
FGF11
IL20
IGFN1
FKBP10
TMEM194A
CAMKK1
BTF3L4
C1QTNF4
ENSG00000272442
NAALADL2
SMAP1
SLC22A15
PROC
RRP9
CBX1
PLOD3
GALM
ILF3
PLAGL2
CAMKK2
INPP4A
DNAJC28
SMAD6
ASIC1
CCDC51
RRAGD
FAM73B
ATRIP
FABP5
S100A6
TNNI1
LIPE
RAB19
WNT16
TWF1
C8orf88
PCGF5
ATP10A
TMPRSS4
IDNK
COL8A2
PTPRM
EMD
MRPS16
FABP7
RDH12
S100A3
TBX1
P2RX2
KATNA1
PPFIBP2
F11R
IZUMO1
TJP2
ABCG2
NPR3
MYOZ2
SLC7A1
DLGAP5
EYA4
NUP210
TYSND1
MOB3A
MTX3
EXTL1
KIRREL3
SHROOM2
IFITM2
TRIQK
PSTPIP1
SIRT1
FUT4
RCC1
RNF125
ZKSCAN3
PLEKHO2
ATP6V0D1
PON3
C9orf152
ODF2L
LANCL2
SEPT6
LPIN2
LPAR2
PTPN18
TEFM
TEKT2
PPFIA3
ESYT1
TFEC
PIK3R3
TCF7L1
C1QTNF9
EPX
MS4A4E
FHIT
VCAM1
RAB3GAP2
MICALCL
C10orf128
GAD1
TCTA
GLYAT
CTSC
GP2
CASS4
HOXA1
MTIF2
ATMIN
ENTHD2
KRBA1
SMOC1
MBTPS1
DDT
ENSG00000272647
CDH7
SMG6
CUL1
TRNT1
SPCS1
NKTR
SIRT2
TOR1A
ITIH5
KIN
VDR
LPHN2
LGI3
PCDHB14
SMIM4
GORASP2
PHC2
CBWD3
RELB
RACGAP1
NAT14
F2RL3
BPIFB2
ATG2B
ILDR2
DNLZ
ACVR1C
C2orf66
GPCPD1
ITIH2
CACNG1
PLAG1
LUZP2
COTL1
PRRX2
LRCH2
SLC25A48
OPA3
ENTPD3
MIDN
TTK
RPL14
APOBEC2
LRPAP1
CHMP6
MPO
PTPDC1
ZNF616
ZKSCAN8
PDZD4
ACVR2B
BCL2L2
PTX3
TRABD2A
UBE2D4
CD200
TTC1
MMP15
QKI
KIF21B
CISH
TRPV5
UBE4A
PCDHGB4
PTPN14
VASP
PRKX
BSCL2
OBP2A
NPW
AMBRA1
TRIM46
TLR6
PRCC
EXOC2
MAT1A
CADPS2
CCDC124
MYEOV
USP50
RAB11FIP1
KCNIP4
IGFBP2
CTDSPL
PRR34
TNFRSF17
MEAF6
DNAJB5
NACA2
SNRPN
USHBP1
DYNC1I1
PROCR
RASSF7
TMEM63C
TNFSF12
ZCCHC7
GYPC
GARS
RUNDC1
HIPK1
ZNF268
MED26
C22orf29
GOLGA6L10
RAB33B
CC2D1B
DYNLL2
GAL3ST2
RPAP1
ZC3HC1
TRMT112
FOXA3
COMMD4
CNTFR
ENSG00000261408
TTC29
KCMF1
DDX56
MPC1
PPCDC
FAM120C
SLC48A1
IQGAP1
PCOLCE
PCK1
KLHL33
POLR2E
GNPDA1
ZNF821
IQSEC1
THPO
ABCD2
RPL32
F10
BNIP2
C16orf74
LRGUK
C14orf39
MFSD6L
MACC1
NTF4
ATP9B
TYMP
KIFAP3
SNX15
SNAPC3
MMRN2
ITPR1
TMBIM6
NQO2
BTD
PML
DPP3
ABCB4
CCDC54
TRMT5
GRINA
ASF1A
CCDC113
CD248
GCLC
AFAP1L2
ENHO
MAP4K5
FGF17
SNX7
CCDC74B
P2RX4
FAM83H
TNPO1
SLC35F6
FIBIN
RAP1GAP
YIF1A
RNF170
LZTFL1
C19orf24
EHMT1
ZNF879
IQCE
ERCC8
FBP1
C10orf131
NAP1L6
ZZZ3
TNFRSF14
C1orf56
CD1A
NRROS
ATP2B4
ADAT1
BRMS1L
RAB3GAP1
FO538757.2
CCL28
CCDC64B
AGAP4
FAM216A
TSPAN32
CNGA4
KPNA6
ALG5
MOCS2
CSNK1G1
TTC37
EP400NL
ZNF75A
CYBRD1
NCBP2L
TACO1
CDC37
FRS3
PIGZ
FAM162B
C15orf65
KATNAL1
KIAA2012
N4BP2L1
LAMP5
PRSS53
VPS13C
PDE6D
KCTD14
ATP11B
EML4
PITX1
DCLK1
RHBDF1
EFNB1
RNF135
NKPD1
ALS2CL
CTBS
TMSB15A
AL023806.1
INPP5B
RIMBP2
GRIP2
KCTD15
TSACC
PRMT8
MSTN
FAM206A
KLC1
IFIT5
EXD2
COASY
RPS6KA2
CYP7B1
FAM92B
IFT52
NRBP2
NPIPB15
SMARCA5
FAM24B
FBXO33
DNALI1
IPMK
SPATA12
RRN3
ANK1
UGGT1
ASB1
GTF2E1
POLR2H
TBC1D9
SSX2IP
CMTM4
DRD2
TSPAN5
HSPA5
ASAH2B
IFT140
SCGB3A1
MFSD4
CDC25B
RER1
MPZ
CNPY4
MON1A
NARFL
TP63
TMEM41A
MLPH
RBM24
GNAO1
ZFYVE28
ZNF785
CIRBP
CEP170B
USP2
ZNF69
ERV3-1
TEAD4
LPHN1
CDR2L
SMYD4
EIF3D
TRRAP
ZNF684
TFCP2L1
LOH12CR1
HIGD1A
FOXRED1
TMCO6
SKP1
CEP70
CXCL9
DPY19L1
HLA-F
NEK8
LGALS2
CWC25
MYZAP
CARS
ZNF148
TRIM7
PLK2
GON4L
TPPP3
LONP1
AKR1B10
HES7
MYO5B
SMG8
C1QL3
CACNA2D1
PTPRZ1
PET117
SLC27A3
TEF
DESI1
RBSN
ITGA10
TEKT1
PXYLP1
LEAP2
ODF2
PXDN
PCDHGA10
NFKBIE
SENP6
MACROD1
TSPAN8
USP30
APMAP
LRRIQ3
CTNNAL1
OXLD1
TRIM71
NDST3
TSEN2
SCAMP3
BEGAIN
ZSCAN5A
ENSG00000256566
ANKRD6
GNAI1
IRGQ
ARL2
TTC33
ADAP2
MLC1
DSC3
BMP8B
C17orf61-PLSCR3
STIM1
HIST1H3C
IFI16
TNS4
PPIF
BRD1
EIF4A1
DOCK9
ARHGAP31
ARHGEF25
DIS3
UAP1L1
NEURL1
PI3
GTF3C2
FCRL2
CAPSL
URI1
UBALD1
RAB40A
USP12
ENSG00000277877
OS9
TMEM133
RPUSD3
ADRB1
HTR7
MSX2
RNF214
HDAC2
AAMDC
ALKBH8
ZNF213
SRRD
CLSTN1
EHBP1L1
PCDH12
PLSCR4
ERBB3
RGL1
RARB
ZNF583
BLVRB
UNC119B
SATB1
FAM81A
CH507-42P11.8
IRF8
PRKDC
TGM1
KDM3A
ZNF585A
IGSF10
PEMT
ANGEL1
SOX2
PHC1
UNC13C
POLR2J3
RSPH14
SUSD3
FAM72B
PI4KA
PICALM
EIF4H
SCRN1
CRHR1
SNRPE
BEAN1
TBX18
ST6GALNAC6
FABP4
C2CD2
SUMO2
ARHGAP33
ELN
LEFTY2
TRAPPC10
TGS1
NAGK
SERPINF1
ATF7IP
IGIP
CUEDC1
AGBL3
TCEANC2
CGREF1
OTUB1
C8orf37
HS3ST2
DTX3L
B3GNT3
PPP1R2
FLT3LG
KIAA1191
GNRHR
EID1
TRIM55
SF3B5
CCDC153
FBLN5
UPF1
MPL
ERC2
NME6
NUPL1
CNOT6
FAM83D
IQCJ-SCHIP1
ZNF732
TTC12
NAAA
TRMT61A
FKBP8
CAMK2D
RHOF
SLC35E1
CCDC82
SGCG
SOAT2
TMEM178A
DNAH9
C19orf53
ZAP70
DGKI
TMEM14A
RBP7
TBC1D22B
CYC1
BRD7
SEPHS1
NMD3
TMTC3
NTSR1
RNF6
TMEM64
AFTPH
RPL37
HDAC7
TH
ENO3
GRHL3
RUSC1
LAMTOR2
RHOU
ST6GALNAC4
DAP3
MSI2
NPPC
DKC1
KIAA1429
TMEM217
FYN
FAM179A
DBNDD2
CYP2A6
ZNF782
DNPH1
NAF1
ARHGEF2
ZNF852
SEMA3A
TK2
SUMO4
EPB41L5
PRSS22
TMEM52B
HPN
BIRC6
PCGF1
HTR3A
GBP2
N6AMT2
TOP2A
CISD2
TMEM181
CCL4L1
ANXA1
LAMTOR5
SGPP1
TCP11L2
FAM98B
RALGPS1
LRRC56
TOR2A
SSTR3
TSPAN33
C5orf51
UCN2
CCSAP
RQCD1
MAGEE2
MT-ND5
WDR63
SEPP1
SLC8A2
GPR75
HAPLN2
ENTPD8
KCTD10
CPA5
KRT36
CARD6
IL11RA
TACC1
LCT
PTPRA
LTF
NOL8
PCDHGA5
SETDB1
SLC41A1
RHOT1
HMCES
TOB1
SQRDL
DSP
KCTD7
FGL1
SKA1
RAB4A
DPH1
CYP39A1
ZNF750
DUSP28
SDC3
ATP1A2
RNF103-CHMP3
TC2N
ABR
NUDT7
CATSPER1
SLC25A27
ARHGAP22
ATP2A2
ARHGEF16
FAM178A
MTF1
RABEP1
ARHGAP42
MAPK8IP1
DOCK7
LPAR1
HSPE1
CCDC92
ZYX
MT-ATP6
EMP1
PPIA
GAL3ST4
TMEM198
FAM183A
AP3S2
SLC52A3
DHFRL1
CST6
CCBL1
ALKBH4
SDCBP
BLZF1
SMC5
CRB2
CHST6
BCL6B
JAKMIP2
NINL
BRIP1
RPH3A
SORL1
QDPR
PCYOX1L
LGR4
RBM38
COX18
EDF1
AKAP9
LILRA5
CELA2B
TTLL9
PLA2G4C
MMS22L
SPPL2B
FAM171A2
GFPT2
ALPK1
GOLGA8K
LYPD5
NR2C1
ZNF470
SMAD3
NDN
CARD14
MTMR7
PLA2G4A
TANGO2
NUP98
PIGX
SLC19A2
PILRA
NFATC4
RAP1GAP2
TNS2
FAM72D
ALYREF
SOCS6
DEPDC1
HNRNPL
KIAA1683
TRMT6
VWA7
CC2D1A
AVL9
TDRD5
SLC6A15
CCL11
DSG3
ARL1
C3orf52
ANKRD49
B3GALT1
MURC
PPIE
ERP44
TAF4B
PCID2
SARM1
SMAP2
LIPT2
SRF
LTB
HS6ST3
EIF4G3
SLC6A8
GRM2
NOP14
HCAR3
DMXL1
AARS
VIPAS39
USP45
CHMP4C
FAM83A
TATDN1
TMEM231
APOBEC3C
AKIRIN2
ALX4
TBX6
NRP1
FLT3
RNF126
ACTRT3
SYNPO
DDB1
RAD54L2
LINC00116
ASF1B
DPH3
ZC3H10
FAM227B
MARCH8
MFF
MSRB2
NLRC3
ALDH1B1
FYB
ZNF394
CTCF
XPNPEP2
HOMER3
SLC33A1
HRH1
ERCC5
TSPAN1
IRAK4
GPR107
MRPS27
POLQ
SLC45A2
ADCYAP1R1
DDX58
SNX22
ECSCR
C19orf60
C17orf62
EIF4ENIF1
TXNL4B
ICA1L
CENPB
ZBTB48
EXOC3L1
ACOX3
CCR9
PPP2R3C
KAT6B
LAIR1
COL6A2
SPESP1
NSFL1C
CLVS1
STC1
HN1L
LYAR
NFAM1
BAI1
DSN1
EGLN2
ATP5O
IL20RA
WNT5B
PPM1L
ISPD
ERAP2
MTHFR
LDLRAD2
NUTM2G
TUBB3
TDRD1
MATR3
TUBB8
C1orf109
NUP85
TIMMDC1
FAM90A1
CP
SLC37A4
SMYD2
NUPL2
CLHC1
CENPA
KLHL25
PTPRT
CHEK1
TFAP2E
EXOSC10
TUBB4A
TMEM80
ZACN
TMEM86B
RPIA
GCHFR
MARCH3
LY6E
ECH1
CCDC178
KAT5
TMEM99
SETSIP
JAK2
TNFRSF13B
MYBPC1
CCDC71
UPP2
PEX3
SIT1
PCLO
IFNG
PAK4
TNK2
AKR1D1
CD300E
NHLRC2
CLIC1
EIF3F
N4BP2
PVR
PLD6
MTURN
GRN
EBI3
DPH5
BTN3A2
SHANK1
NSUN2
FAM120AOS
XPA
PPM1N
MYO1C
DCAF12
ATAD3B
ZNF460
KCNN1
LHFPL5
TM4SF4
PTCRA
ZNF440
DNAH8
CDC42
ZNF777
SLC31A2
EIF4EBP3
SLC25A24
TMEM169
PTER
GAB2
NXT1
SLC35B4
WDR3
MMP23B
CRADD
ZHX2
TGM3
STPG2
SLC47A2
PRDM11
GNA11
ERICH6B
BTAF1
CCDC136
ZNF324B
TNKS1BP1
L3MBTL4
SEPT5
C3
TCOF1
TRIM22
TMEM26
THAP6
DHCR7
DEF8
NUDT12
MYL12B
GLIS1
RAB3A
USP34
RARRES3
LIN54
TAF1C
RHOH
IGF2BP2
GABARAP
LMCD1
ACBD3
MZT1
RELT
PLA2G10
USP21
MAP1LC3B
ADAM20
DCTN1
USF1
CLSTN2
ZNF540
CCDC93
ENTHD1
KIAA1024
ERI2
AC108938.5
KCNJ1
TMEM160
C2orf81
ZSCAN23
NDUFB5
TMEM259
CDK15
CALM2
INTS7
CIAPIN1
SAFB2
F3
FAM3B
DLL3
ARRDC3
RPL27
UCHL1
MRPL40
SH3TC1
HDAC11
SH2D7
STX11
CPD
CDV3
THRA
C2orf72
SLC4A11
BAZ2B
MAP6D1
NBPF15
WIBG
ZNF713
PIGK
LAMC1
TULP4
RNF183
ANKRD22
GGT5
ACTA1
OPA1
YWHAE
ZMYM6
RPL13
LRRC14
C18orf21
POLG2
ADNP
FLAD1
FAM96A
CAMK1D
JDP2
KLC2
RALGAPB
SFTPA2
THAP10
CRYZ
EXOC7
ENSG00000258555
DHRS2
BPNT1
CYP11A1
ANKRD11
SERTAD4
TCHP
WWC3
TCTEX1D2
RNF181
MLLT10
GPM6A
GDAP1L1
CACNA1H
FMR1
TTLL3
HEPH
PCBD2
SLC39A13
NUDT1
ISY1
TPM4
MPZL2
SPATA18
ECSIT
SDE2
MCTP2
CACNA1B
COPZ2
LY6G6C
HPX
NEURL4
AURKAIP1
FAM160A2
GRHL1
CDC6
NRBP1
WDR19
SIK1
TTLL10
MSMB
ALDH3A2
SFTPD
VTI1A
PLA1A
TRIM73
KIAA1875
ADAM32
ZSCAN21
CD33
EXOSC9
THYN1
GEMIN5
ZNF266
SOHLH2
RP11-1220K2.2
DZIP1L
GBP6
SLC25A42
SCML4
COL16A1
NOD2
C20orf196
RPS8
ARRDC1
KIAA1109
ADAM22
VPS33A
ATP5A1
CCDC89
DICER1
DYDC2
RNF215
SH3BGR
RPS15A
NTNG1
CHD8
GPR83
CCDC24
IFI44
GADD45GIP1
CLIC6
CAMK1G
CETN3
LOXL3
FAM229A
PNMT
TUSC2
TPP1
TMEM55B
WDR45
CXCL14
MBD6
EMC9
ENTPD4
CCT5
PCDHGB7
SPNS2
CLECL1
BBX
SCAF11
FANCG
TSKS
UGGT2
GSC
ENSG00000261147
CCDC47
CCL8
KIAA1468
KCNIP2
INPP5E
CAPRIN1
TAL2
KLHDC9
IFT74
COX5B
ZFP82
PLXNC1
NUP133
RFC5
SNRPD2
LCAT
GALNT12
SART1
FDX1L
HNRNPA2B1
ACRV1
ASB8
TNFRSF10C
CENPF
SEPT1
RPS14
NFIX
DMTN
BAG1
TJAP1
RETN
SEMA4B
ZNF648
TMEM170B
NAA30
ENKD1
CHRDL2
GABPA
ADCY4
CLDN19
NFYB
PCDHGB5
CLASP2
MRGPRF
FXR2
LPCAT4
ULK3
ICE2
DACT3
HEPACAM2
ALKBH3
FAM26F
GID8
JUP
UAP1
AP5B1
DCTPP1
PURB
CKM
POLA2
RNF220
TRPM3
CDKN1A
FAM196A
VAMP8
KCNJ3
NRD1
COPS7A
ACAD9
NDUFS8
ALAS2
TBC1D19
SCGB2A2
ARHGEF28
RPL3
C12orf76
MZB1
SLC2A4
SYT3
ATP13A1
KIAA1211
PRMT7
RPP25
CORO6
RAB40B
TMEM216
PAFAH1B3
FUBP3
MAL
ANGPTL4
DRG2
PLXNA4
CCDC83
SLC25A46
MCOLN3
INCENP
PDLIM5
CHST2
ZNF506
ZNF517
FKBP4
KLRB1
KBTBD6
RAF1
CDNF
C8orf59
KCNRG
KCNJ14
TICAM1
MTRR
TTC21A
GLYR1
GOLGB1
HES2
FNBP1
EMILIN2
CAPN12
AAR2
ZFX
FABP3
SRPRB
DHX30
ZCCHC11
LILRB1
ACTN4
CTXN1
FGD2
MVK
DOCK2
TBC1D8
COX10
ZNF284
NEK10
PEBP1
ZNF541
CCDC169
MAMDC2
EPHX2
PRR19
TMEM180
GFRA1
COA7
MANSC4
SPIRE2
FASTKD3
C4orf36
STX18
GPR19
H2AFY
ZNF774
ZNF354C
TFG
NAP1L2
SLC1A7
MT-CO3
CSTF1
TGFB1I1
ABI3BP
HYDIN
IL1RN
HDDC3
HECTD4
SYT7
NTN3
CHRNG
KIAA0226L
PSMD1
CDK12
NAPRT
EPDR1
PARP14
PRKAR1B
MBNL1
MANBAL
FAM72A
OSBPL2
MOXD1
VAT1
CSF3R
AKR7A3
SLC22A31
HSPBP1
LYRM2
MRPS35
ENSG00000180044
ADCY6
MECR
APBA1
HIRA
GLIS2
CGGBP1
HHLA3
TEX30
PTCH2
CLIC5
SCG3
FTSJ2
TUBG1
TMEM44
CCDC94
FNTA
U2SURP
DIRC1
TNFSF13
LIMK1
DCUN1D3
CD300LB
PSORS1C2
RDM1
POLR2F
B3GALT6
ZNF613
CHKB
HRAS
IL24
NTNG2
TRIM23
NBEA
CXorf38
PSMA7
ELP6
MRPL38
PPWD1
DNAH2
FAIM2
CCSER2
LTBP1
TMEM158
TXNDC2
DCSTAMP
BCL9
HSF5
ETF1
CRABP2
MAML1
TMEM115
BMP5
ATPAF1
KIAA1755
FCHO2
C1QTNF2
CDC45
SLC6A20
FAM208B
FAM122C
WDR43
STC2
GOLGA8H
TMEM173
TMC7
COQ7
SLC31A1
KIAA1549L
BNIP1
RASSF3
PGAP2
TIPARP
TMEM263
TNFSF4
MISP
ADSL
SENP8
HIF1AN
TMEM234
ARHGAP6
TMEM236
DNAJB11
MAGEE1
OR51E1
MFSD5
C5orf42
PLA2G4F
PSMC2
MARCH10
NUDCD3
CARD8
TPX2
SEPT10
CNOT8
LAMC2
MCMBP
HIST1H3B
CNOT11
FAR1
ZNF76
SPHK2
RLN2
TLR2
CLCN3
HAMP
CLCA2
FAM122B
LAT
BIN2
MKNK1
METTL16
INO80E
HES5
PNPT1
ATP8A1
FPGT-TNNI3K
ANKRD30A
DLG2
XRCC1
CYP4F8
ENSG00000248751
LRP5
ZRSR1
SAPCD1
CD163L1
ESF1
AKIP1
OSBP2
CXCL2
DDOST
MAK16
HIPK4
SHISA3
HIST1H2AL
LPP
NT5DC3
CD69
SYNPO2L
OTUB2
LY6K
FARSA
KDELR2
FOXO1
ZNF445
CRTC2
XG
MGAT4A
TMEM206
ATL1
SIRPA
SLCO5A1
RPUSD2
GCSAML
ZNF558
SPARCL1
NUDT8
CD74
GKAP1
SFI1
PSMD3
ALDH1A1
PPP4R4
SERINC2
FAM173A
STOM
SYNE3
TMEM63B
DCTN5
GNB2L1
CRISP3
TMEM159
DPYS
PEAR1
STOX2
TLX2
SLC2A13
ZNF316
COPS8
ZKSCAN7
MCMDC2
CCHCR1
ALG13
NAMPT
RPL26L1
CARF
CEP152
CD244
FMOD
SAA1
AK4
