biological_variables
ENSG00000259367
ENSG00000273366
ENSG00000231966
ENSG00000273151
ENSG00000274292
ENSG00000273069
ENSG00000275759
ENSG00000233452
ENSG00000255750
ENSG00000271199
ENSG00000247011
ENSG00000237588
ENSG00000253559
ENSG00000265971
NPPA-AS1
ENSG00000203650
ENSG00000117242
ENSG00000228925
ENSG00000227252
ENSG00000230552
ENSG00000230615
ENSG00000258100
LINC00315
ENSG00000266933
ENSG00000225439
ENSG00000246465
ENSG00000257883
ENSG00000270482
ENSG00000258572
ENSG00000260992
ENSG00000263335
ENSG00000261195
ENSG00000269737
ENSG00000278107
ENSG00000260081
ENSG00000254333
ENSG00000254024
ENSG00000267191
ENSG00000272498
ENSG00000260086
ENSG00000264304
ENSG00000246145
ENSG00000275582
ENSG00000270344
ENSG00000259417
ENSG00000276672
ENSG00000261229
ENSG00000197815
ENSG00000275263
ENSG00000275329
ENSG00000257647
ENSG00000274358
ENSG00000237781
ENSG00000280195
ENSG00000223485
ENSG00000261098
ENSG00000230138
ENSG00000250909
ENSG00000182109
ENSG00000270720
ENSG00000270171
ENSG00000272667
ENSG00000277420
ENSG00000274956
ENSG00000274213
ENSG00000280374
ENSG00000237883
ENSG00000229867
ENSG00000234072
ENSG00000277022
GRIK1-AS1
ENSG00000258929
ENSG00000261783
ENSG00000267394
ENSG00000240137
ENSG00000263126
ENSG00000276728
ENSG00000253716
RP11-110I1.14
ENSG00000253741
DNM3OS
ENSG00000257817
ENSG00000272662
ENSG00000260404
ENSG00000225555
ENSG00000246982
ENSG00000256028
C9orf147
ENSG00000234917
ENSG00000259124
ENSG00000233017
ENSG00000271833
ENSG00000259644
ENSG00000228126
ENSG00000266680
ENSG00000272263
ENSG00000224513
ENSG00000272189
ENSG00000250320
C3orf35
ENSG00000238058
ENSG00000272940
ENSG00000250659
ENSG00000264924
ENSG00000274536
GTSE1-AS1
ENSG00000245750
ENSG00000224152
ENSG00000273133
LLNLR-268E12.1
CIRBP-AS1
ENSG00000224043
ENSG00000255507
ENSG00000226647
ENSG00000256633
ENSG00000257496
ENSG00000197180
ENSG00000281920
ENSG00000227375
ENSG00000258938
ENSG00000278177
C15orf54
ENSG00000226380
BRWD1-AS2
ENSG00000269399
ENSG00000230724
ENSG00000274849
ENSG00000272567
FRMD6-AS1
ENSG00000272264
ENSG00000261136
ENSG00000272375
ENSG00000250220
ENSG00000253632
ENSG00000254635
ENSG00000271787
ENSG00000271930
ENSG00000271384
ENSG00000230061
ENSG00000249655
ENSG00000260252
ENSG00000269640
ENSG00000249641
ENSG00000229512
ENSG00000256537
ENSG00000264707
ENSG00000224822
ENSG00000229162
ENSG00000240449
ENSG00000235795
ENSG00000229056
ENSG00000259869
ENSG00000254433
ENSG00000250893
ENSG00000273014
ENSG00000272568
ENSG00000259498
ENSG00000267452
ENSG00000224597
ENSG00000267529
ENSG00000258695
ENSG00000269894
ENSG00000232504
ENSG00000273295
ENSG00000254480
ENSG00000269560
ENSG00000236045
ENSG00000259343
ENSG00000274128
ENSG00000273399
ENSG00000223561
ENSG00000177112
ENSG00000273179
ENSG00000273176
ENSG00000277170
ENSG00000253944
ENSG00000269376
ENSG00000265369
ENSG00000261141
ENSG00000258857
ENSG00000230912
ENSG00000260331
ENSG00000273356
ENSG00000278390
ENSG00000231816
ENSG00000263004
ENSG00000235781
ENSG00000229334
ENSG00000273018
ENSG00000260804
ENSG00000225746
ENSG00000256164
ENSG00000227076
ENSG00000273113
ENSG00000275401
ENSG00000236662
ENSG00000236723
ENSG00000249684
ENSG00000238123
ENSG00000227857
CTBP1-AS2
LINC00649
ENSG00000259523
ENSG00000234336
ENSG00000253930
ENSG00000259408
ENSG00000215447
ENSG00000260059
ENSG00000225265
ENSG00000225891
ENSG00000179818
ENSG00000272386
ENSG00000265692
ENSG00000234772
ENSG00000249035
ENSG00000255733
ENSG00000271614
ENSG00000262903
ENSG00000273175
ENSG00000266962
ENSG00000274447
ENSG00000271895
ENSG00000272341
ENSG00000226751
ENSG00000236434
ENSG00000227527
ENSG00000272486
ENSG00000278921
ENSG00000268564
ENSG00000237605
ENSG00000224687
ENSG00000225342
ENSG00000259211
ENSG00000226953
ENSG00000253320
ENSG00000261795
ENSG00000267571
ENSG00000235387
ENSG00000231064
ENSG00000188185
ENSG00000232324
ENSG00000271828
ENSG00000267080
ENSG00000248677
ENSG00000260552
ENSG00000259954
ENSG00000273812
ENSG00000253978
ENSG00000272644
ENSG00000271850
ENSG00000259182
ENSG00000235770
ENSG00000256234
ENSG00000205837
ENSG00000254231
ENSG00000268941
ENSG00000235091
ENSG00000226237
ENSG00000275005
ENSG00000240875
ENSG00000230082
ENSG00000255449
H19
ENSG00000253348
ENSG00000270093
ENSG00000233760
ENSG00000228470
ENSG00000271788
ENSG00000239219
ENSG00000235837
ENSG00000227070
ENSG00000277662
ENSG00000272463
TMEM9B-AS1
ENSG00000265451
ENSG00000226669
ENSG00000256116
ENSG00000267325
ENSG00000229771
ENSG00000261520
ENSG00000224358
ENSG00000273341
ENSG00000233508
DLEU2L
ENSG00000248187
ENSG00000274425
ENSG00000240005
ENSG00000273030
ENSG00000224356
ENSG00000270820
ENSG00000262136
ENSG00000272810
ENSG00000231367
ENSG00000267053
ENSG00000279080
ENSG00000230424
ENSG00000237718
ENSG00000258325
ENSG00000272862
ENSG00000273344
ENSG00000278601
ENSG00000278153
ENSG00000259134
ENSG00000232519
ENSG00000249379
ENSG00000248494
ENSG00000260669
ENSG00000272426
MAFG-AS1
ENSG00000214708
ENSG00000236643
ENSG00000260698
ENSG00000238142
ENSG00000229278
ENSG00000273247
LINC01465
ENSG00000269019
ENSG00000254670
ENSG00000268416
ENSG00000232412
ENSG00000269910
ENSG00000275236
ENSG00000227392
ENSG00000260886
ENSG00000273792
ENSG00000267898
ENSG00000261490
ENSG00000235609
ENSG00000278112
ENSG00000243819
ENSG00000230289
ENSG00000261656
ENSG00000204272
ENSG00000261685
ENSG00000255443
ENSG00000260803
ENSG00000272914
ENSG00000272576
ENSG00000227117
ENSG00000272156
ENSG00000232485
ENSG00000253302
ENSG00000259943
ENSG00000269091
ENSG00000229950
ENSG00000272791
ERICD
ENSG00000258891
ENSG00000226791
ENSG00000269194
ENSG00000246731
ENSG00000237886
ENSG00000229017
ENSG00000278472
ENSG00000241288
ENSG00000260293
ENSG00000277235
ENSG00000225578
ENSG00000277287
ENSG00000278133
ENSG00000224743
LINC01012
ENSG00000237054
ENSG00000267546
ENSG00000269559
ENSG00000248458
ENSG00000276248
ENSG00000223653
ENSG00000254409
ENSG00000266821
ENSG00000253187
ENSG00000277245
ENSG00000233785
ENSG00000259595
ENSG00000233593
MIR181A2HG
ENSG00000269959
ENSG00000269982
ENSG00000225731
ENSG00000259940
ENSG00000228839
ENSG00000259515
ENSG00000272301
ENSG00000224812
ENSG00000266171
BLACAT1
ENSG00000223843
ENSG00000272744
ENSG00000229525
ENSG00000228918
ENSG00000235724
ENSG00000243795
ENSG00000245149
ENSG00000261083
ENSG00000268047
ENSG00000235423
ENSG00000265943
ENSG00000269473
ENSG00000254694
ENSG00000250041
ENSG00000248429
ENSG00000273253
ENSG00000272556
ENSG00000261737
ENSG00000258450
ENSG00000228237
ENSG00000230177
ENSG00000275632
ENSG00000268798
ENSG00000275769
ENSG00000235831
ENSG00000272625
ENSG00000261420
ENSG00000274776
ENSG00000228352
ENSG00000233203
ENSG00000237491
ENSG00000228065
ENSG00000260657
ENSG00000276649
ENSG00000259642
ENSG00000228124
ENSG00000225313
ENSG00000248050
ENSG00000226944
ENSG00000261512
ENSG00000231025
ENSG00000259915
ENSG00000232692
ENSG00000229153
ENSG00000248323
ENSG00000241269
CELF2-AS1
C6orf3
ENSG00000243224
ENSG00000224969
ENSG00000233885
ENSG00000226276
ENSG00000262445
SCAANT1
C9orf106
ENSG00000232442
ENSG00000215014
ENSG00000273000
LINC00619
ENSG00000274712
ENSG00000278492
ENSG00000232021
ENSG00000267439
ENSG00000241313
ENSG00000236266
ENSG00000237976
ENSG00000275601
ENSG00000246375
ENSG00000233930
ENSG00000233461
ENSG00000273038
ENSG00000260095
ENSG00000261079
ENSG00000270076
ENSG00000238005
ENSG00000230005
ENSG00000250742
ENSG00000267100
ENSG00000271781
ENSG00000259275
ENSG00000271763
ENSG00000250802
ENSG00000272226
ENSG00000267082
ENSG00000261121
ENSG00000258344
ENSG00000264365
ENSG00000222032
ENSG00000255557
ENSG00000261428
ENSG00000272944
ENSG00000275223
ENSG00000273674
ENSG00000249700
ENSG00000261216
ENSG00000244953
ENSG00000261744
ENSG00000275055
ENSG00000273287
ENSG00000276148
ENSG00000261226
ENSG00000262039
ENSG00000261218
ENSG00000271584
ENSG00000228412
ENSG00000273297
ENSG00000222020
ENSG00000261188
ENSG00000230499
ENSG00000236234
ENSG00000259732
ENSG00000262772
ENSG00000249375
ENSG00000216921
ENSG00000271335
ENSG00000236540
ARRDC3-AS1
ERVK3-1
ENSG00000242086
ENSG00000249602
ENSG00000260249
ENSG00000233330
KCNQ1OT1
ENSG00000247708
ENSG00000258441
ENSG00000260806
ENSG00000205041
ENSG00000260461
ENSG00000260475
ENSG00000238121
ENSG00000260077
ENSG00000256185
ENSG00000272549
ENSG00000235052
ENSG00000224713
ENSG00000248360
ENSG00000237461
ENSG00000257740
ENSG00000260366
ENSG00000274828
ENSG00000230333
ENSG00000272505
ENSG00000277310
CASC2
LINC00294
DGCR12
C10orf111
ENSG00000255237
ENSG00000249846
ENSG00000276533
ENSG00000276026
ENSG00000224660
ENSG00000204241
ENSG00000275560
ENSG00000277215
ENSG00000268734
ENSG00000276529
ENSG00000267174
ENSG00000228109
ENSG00000232759
ENSG00000235527
ENSG00000260394
EHMT1-IT1
ENSG00000253738
ENSG00000255992
ENSG00000250222
ENSG00000231010
ENSG00000232310
ENSG00000264769
ENSG00000273729
ENSG00000224292
ENSG00000179428
ENSG00000278035
ENSG00000264569
ENSG00000266601
MLLT4-AS1
ENSG00000260288
ENSG00000225951
ENSG00000265845
LINC00654
ENSG00000232110
ENSG00000272123
ENSG00000267892
ENSG00000277135
ENSG00000279038
ENSG00000260418
HOXA11-AS
ENSG00000224799
CD27-AS1
ENSG00000269425
ENSG00000269936
MIR497HG
ENSG00000272572
ENSG00000231233
ENSG00000271880
ENSG00000272800
ENSG00000223901
ENSG00000229109
EXOC3-AS1
ENSG00000270091
ENSG00000262434
ENSG00000274204
ENSG00000278996
ENSG00000259712
ENSG00000234684
ENSG00000272645
ENSG00000261167
ENSG00000223356
ENSG00000268288
ENSG00000234432
ENSG00000260114
ENSG00000260751
ENSG00000250159
ENSG00000220161
SNHG22
ENSG00000245468
ENSG00000256540
ENSG00000277144
ENSG00000266208
ENSG00000260874
ENSG00000257151
ENSG00000259935
ENSG00000256538
ENSG00000272323
ENSG00000261879
ENSG00000254907
ENSG00000225075
ENSG00000271757
ENSG00000251307
ENSG00000269609
ENSG00000273117
ENSG00000259322
ENSG00000197099
ENSG00000272108
ENSG00000277283
ENSG00000273107
ENSG00000223949
RP11-110I1.6
ENSG00000229728
LINC00472
ENSG00000267045
ENSG00000233029
ENSG00000196756
ENSG00000228950
ENSG00000265625
ENSG00000273891
ENSG00000277589
ENSG00000233008
ENSG00000261441
ENSG00000259755
ENSG00000222033
ENSG00000177738
ENSG00000273230
ENSG00000275995
ENSG00000274259
ENSG00000266677
ENSG00000260710
ENSG00000270223
ENSG00000254802
ST7-AS1
ENSG00000249159
ENSG00000236377
ENSG00000243069
C20orf197
ENSG00000273445
ENSG00000183154
ENSG00000237094
ENSG00000233175
ENSG00000273368
ENSG00000214401
ENSG00000259438
ENSG00000233038
ENSG00000261567
ENSG00000246334
ENSG00000234311
ENSG00000276691
ENSG00000262884
MESTIT1
ENSG00000238279
ENSG00000224992
ENSG00000231106
ENSG00000267896
ENSG00000261442
ENSG00000261124
ENSG00000269386
ENSG00000272501
ENSG00000226088
ENSG00000227540
ENSG00000272656
ENSG00000269356
ENSG00000273210
SND1-IT1
ENSG00000254343
ENSG00000277829
ENSG00000269933
ENSG00000237614
ENSG00000250900
ENSG00000258837
ENSG00000246548
ENSG00000268201
ENSG00000227220
ENSG00000273306
ENSG00000245954
ENSG00000271851
ENSG00000272449
ENSG00000260118
ENSG00000266126
ENSG00000258813
ENSG00000272158
ENSG00000250938
ENSG00000267480
ENSG00000260196
ENSG00000273901
ENSG00000256967
ENSG00000245466
ENSG00000268129
ENSG00000224460
ENSG00000245025
ENSG00000214650
ENSG00000265218
KIAA0087
ENSG00000266053
AQP4-AS1
ENSG00000258414
ENSG00000271147
ENSG00000188825
ENSG00000258667
ENSG00000229587
ENSG00000269397
ENSG00000253773
ENSG00000248668
ENSG00000267737
ENSG00000233912
ENSG00000228606
ENSG00000270049
PAX8-AS1
ENSG00000264937
ENSG00000273828
ENSG00000272970
ENSG00000266708
ENSG00000243243
ENSG00000235687
ENSG00000279375
ENSG00000235142
ENSG00000266897
ENSG00000226026
ENSG00000261302
ENSG00000224810
ENSG00000257556
ENSG00000277383
ENSG00000269210
ENSG00000272746
ENSG00000228817
ENSG00000236753
ENSG00000272010
ENSG00000224805
ENSG00000261616
ENSG00000279110
ENSG00000274605
ENSG00000251364
ENSG00000223776
ENSG00000259426
ENSG00000270020
ENSG00000270006
ENSG00000251637
ENSG00000273972
ENSG00000269293
ENSG00000235978
ENSG00000243368
ENSG00000232043
ENSG00000228221
ENSG00000233559
ENSG00000271862
ENSG00000278611
ENSG00000273314
ENSG00000248240
ENSG00000280710
LINC00950
LINC01550
ENSG00000227107
ENSG00000258136
ENSG00000228741
ENSG00000272540
ENSG00000272908
ENSG00000265752
UCKL1-AS1
ENSG00000274156
ENSG00000274021
ENSG00000261135
ENSG00000226091
ENSG00000213994
ENSG00000180458
ENSG00000224418
ENSG00000255284
ENSG00000250378
ENSG00000245156
ENSG00000269930
LOH12CR2
ENSG00000272100
ENSG00000274677
ENSG00000273472
ENSG00000274667
ENSG00000236039
ENSG00000271737
C17orf82
MAN1B1-AS1
ENSG00000277425
ENSG00000273002
ENSG00000267397
ENSG00000273381
ENSG00000253837
KCNJ2-AS1
ENSG00000259065
ENSG00000268635
ENSG00000256742
ENSG00000265485
ENSG00000236256
ENSG00000265222
ENSG00000269915
HOXC-AS1
ENSG00000254165
ENSG00000223935
ENSG00000226125
ENSG00000232194
ENSG00000226853
ENSG00000272945
ENSG00000259834
ENSG00000267506
ENSG00000232814
ENSG00000229368
ENSG00000177337
ENSG00000277299
ENSG00000177406
ENSG00000231419
ENSG00000276853
ENSG00000255318
ENSG00000277534
ENSG00000263412
ENSG00000253522
LINC00282
ENSG00000259422
ENSG00000272277
ENSG00000238186
ENSG00000268743
ENSG00000256982
ENSG00000274718
ENSG00000266993
ENSG00000206195
ENSG00000235236
ENSG00000232811
ENSG00000255693
ENSG00000223478
ENSG00000272657
ENSG00000177699
ENSG00000267089
ENSG00000272660
ENSG00000257167
ENSG00000249593
ENSG00000241014
ENSG00000267114
ENSG00000265888
ENSG00000260773
ENSG00000255478
ENSG00000225643
ENSG00000269997
ENSG00000231057
LINC01144
ENSG00000270265
ENSG00000259687
ENSG00000272223
ENSG00000260526
ENSG00000260872
ENSG00000273437
ENSG00000236120
XIST
ENSG00000267640
ENSG00000272308
ENSG00000116883
ENSG00000267543
ENSG00000250620
ENSG00000259933
ENSG00000225742
ENSG00000226609
ENSG00000240219
ENSG00000226067
ENSG00000233154
ENSG00000277368
ENSG00000251301
ENSG00000234817
ENSG00000277684
ENSG00000218510
ENSG00000233033
ENSG00000231993
GAS5
ENSG00000228084
ENSG00000277130
RP11-389O22.1
ENSG00000260409
ENSG00000228863
HCP5
ENSG00000228439
ENSG00000267309
ENSG00000257379
ENSG00000236519
ENSG00000273319
ENSG00000247134
ENSG00000254864
ENSG00000272729
ENSG00000267530
LINC00482
ENSG00000224888
ENSG00000226686
ENSG00000249635
ENSG00000229671
ENSG00000279623
ENSG00000267707
ENSG00000270189
ENSG00000266912
ENSG00000263731
ENSG00000271797
ENSG00000228021
ENSG00000274918
ENSG00000226508
LINC00997
ENSG00000259972
ENSG00000256690
ENSG00000264235
ENSG00000237772
ENSG00000254682
ENSG00000245479
ENSG00000236514
ENSG00000260509
ENSG00000272137
ENSG00000272070
ENSG00000232855
ENSG00000265743
ENSG00000235706
ENSG00000228798
ENSG00000231652
ENSG00000172965
ENSG00000277938
ENSG00000263072
ENSG00000236986
C14orf132
ENSG00000231160
ENSG00000267581
ENSG00000231563
ENSG00000269427
ENSG00000277954
ENSG00000276651
ENSG00000197308
ENSG00000261671
ENSG00000272389
ENSG00000271947
ENSG00000239213
ENSG00000242578
ENSG00000251279
ENSG00000228452
ENSG00000272491
ENSG00000248554
ENSG00000266969
ENSG00000213468
ENSG00000228203
ENSG00000253704
ENSG00000230149
ENSG00000276417
ENSG00000272361
ENSG00000230054
ENSG00000235121
ENSG00000258378
ENSG00000223401
ENSG00000225490
ENSG00000260876
ENSG00000259881
ENSG00000268938
ENSG00000266495
ENSG00000224081
ENSG00000263105
ENSG00000261625
ENSG00000267776
ENSG00000269918
ENSG00000270332
ENSG00000258944
ENSG00000269068
ENSG00000272106
ENSG00000271259
SNHG8
ENSG00000234665
ENSG00000228956
ENSG00000273361
ENSG00000233799
ENSG00000228421
ENSG00000270110
ENSG00000231663
SEPSECS-AS1
SCARNA9
ENSG00000251022
ENSG00000259251
ENSG00000231794
ENSG00000231908
ENSG00000260135
ENSG00000257953
ENSG00000249786
LINC00589
ENSG00000259091
ENSG00000276216
ENSG00000212978
ENSG00000228008
ENSG00000226029
ENSG00000235531
ENSG00000228709
ENSG00000272913
ENSG00000231551
ENSG00000278607
ENSG00000280594
ENSG00000237021
ENSG00000268583
ENSG00000268204
ENSG00000276754
ENSG00000236200
ENSG00000259407
LINC00896
ENSG00000257052
ENSG00000254461
ENSG00000232934
ENSG00000233725
ENSG00000277218
ENSG00000262188
ENSG00000265399
C1orf147
ENSG00000272087
ENSG00000224559
ENSG00000261357
ENSG00000278932
ENSG00000272910
ENSG00000261359
ENSG00000250906
ENSG00000250889
ENSG00000253167
ENSG00000258704
ENSG00000270246
ENSG00000268894
ENSG00000240618
ENSG00000272002
ENSG00000263766
ENSG00000262663
ENSG00000211683
ENSG00000235111
ENSG00000272368
ENSG00000256973
INE1
ENSG00000251323
ENSG00000235652
ENSG00000243107
ENSG00000241684
ENSG00000231393
ENSG00000268568
ENSG00000257322
ENSG00000254226
ENSG00000261662
ENSG00000223923
ENSG00000228791
ENSG00000231826
ENSG00000254419
ENSG00000263624
ENSG00000229431
ENSG00000213742
ENSG00000244300
ENSG00000269961
ENSG00000229425
ENSG00000265750
ENSG00000227959
ENSG00000241111
ENSG00000246695
ENSG00000196979
ENSG00000268621
ENSG00000275457
ENSG00000229116
ENSG00000254815
ENSG00000225721
ENSG00000276517
ENSG00000247774
ENSG00000234290
ENSG00000271320
ENSG00000257550
ENSG00000255062
ENSG00000228801
ENSG00000256596
ENSG00000255366
ENSG00000226419
ENSG00000261505
ENSG00000266473
ENSG00000237742
ENSG00000272202
ENSG00000257809
ENSG00000223774
ENSG00000260810
ENSG00000266469
ENSG00000267040
ENSG00000231473
ENSG00000278376
ENSG00000239300
ENSG00000219410
ENSG00000268316
ENSG00000269967
ENSG00000272817
SALRNA1
ENSG00000253982
ENSG00000242797
ENSG00000272659
ENSG00000179523
ENSG00000255367
C15orf56
ENSG00000234902
ENSG00000249476
MIR600HG
ENSG00000272209
ENSG00000227014
ENSG00000225649
ENSG00000253582
ENSG00000274248
ENSG00000231856
ENSG00000275910
ENSG00000245849
ENSG00000274272
ENSG00000278730
ENSG00000259807
ENSG00000224652
ENSG00000255418
ENSG00000229727
ENSG00000260910
ENSG00000230266
SPRY4-IT1
HCG14
CTBP1-AS
ENSG00000237594
ENSG00000261253
ENSG00000266521
ENSG00000273474
ENSG00000274554
ENSG00000233517
GABPB1-AS1
ENSG00000273004
ENSG00000273076
ENSG00000272523
ENSG00000250948
ENSG00000273387
ENSG00000259456
ENSG00000259366
ENSG00000265008
ENSG00000231329
ENSG00000259314
ENSG00000271551
ENSG00000255933
ENSG00000223960
ENSG00000273143
ENSG00000223482
BAIAP2-AS1
ENSG00000254102
ENSG00000267655
ENSG00000267750
ENSG00000232533
ENSG00000259711
ENSG00000251175
ENSG00000266835
LINC00346
ENSG00000270462
ENSG00000275854
ENSG00000203392
ENSG00000262703
ENSG00000260032
ENSG00000279727
ENSG00000258101
ENSG00000259219
ENSG00000224950
ENSG00000261351
ENSG00000257285
ENSG00000230555
ENSG00000235663
ENSG00000232079
ENSG00000260470
ENSG00000234478
ENSG00000237899
ENSG00000259416
ENSG00000257303
ENSG00000236700
ENSG00000253865
ARRDC1-AS1
ENSG00000273289
ENSG00000269463
ENSG00000259577
ENSG00000271843
ENSG00000232124
ENSG00000267259
ENSG00000257859
ENSG00000275897
ENSG00000234961
ENSG00000224023
ENSG00000261742
ENSG00000225377
ENSG00000273232
LINC00595
ENSG00000236051
ENSG00000264859
ENSG00000272666
ENSG00000255421
ENSG00000234715
ENSG00000269985
ENSG00000234949
ENSG00000213600
ENSG00000258798
ENSG00000260619
ENSG00000272764
ENSG00000224511
ENSG00000233334
ENSG00000259656
ENSG00000203688
ENSG00000271725
ENSG00000270130
ENSG00000260063
ENSG00000214184
ENSG00000273454
ENSG00000259976
ENSG00000260604
ENSG00000272256
TRBV11-2
ENSG00000232732
ENSG00000267658
ENSG00000217455
ENSG00000247982
ENSG00000273466
ENSG00000237737
ENSG00000278627
ENSG00000234663
ENSG00000261916
LINC00540
ENSG00000232648
ENSG00000249007
ENSG00000224614
ENSG00000235703
ENSG00000266368
ENSG00000271964
ENSG00000261295
ENSG00000228107
ENSG00000263272
SNHG7
ENSG00000261455
ENSG00000260306
ENSG00000271553
ENSG00000257671
ENSG00000275764
ENSG00000198106
ENSG00000234477
ENSG00000255120
ENSG00000234996
ENSG00000236991
RP11-110I1.12
ENSG00000259673
ENSG00000272440
ENSG00000262678
ENSG00000271795
BACE1-AS
ENSG00000226965
ENSG00000258634
ENSG00000270116
ENSG00000272054
ENSG00000223714
ENSG00000260425
ENSG00000265666
CFLAR-AS1
ENSG00000227374
ENSG00000226328
ENSG00000261553
ENSG00000226786
ENSG00000234222
ENSG00000253395
ENSG00000260231
ENSG00000258603
ENSG00000265678
ENSG00000227946
ENSG00000267221
ENSG00000268858
ENSG00000203307
HOTAIRM1
ENSG00000251661
ENSG00000275620
ENSG00000270061
ENSG00000228201
ENSG00000272954
ENSG00000272334
ENSG00000272686
ENSG00000268095
N4BP2L2-IT2
ENSG00000268628
ENSG00000267904
ENSG00000266289
ENSG00000225868
ENSG00000258646
ENSG00000259319
ENSG00000235475
ENSG00000264577
ENSG00000272768
ENSG00000231104
ENSG00000213062
ENSG00000264222
ENSG00000229660
ENSG00000272056
ENSG00000230155
ENSG00000275202
MEG9
ENSG00000270607
ENSG00000265282
ENSG00000273162
ENSG00000261664
ENSG00000274001
ENSG00000253848
MUC19
ENSG00000235884
ENSG00000254691
ENSG00000249346
ENSG00000225913
ENSG00000276980
HCG23
ENSG00000246640
ENSG00000267274
ENSG00000273373
ENSG00000275494
ENSG00000259342
ENSG00000258876
ENSG00000273599
ENSG00000228427
ENSG00000253746
ENSG00000234807
ENSG00000259721
ENSG00000272248
ENSG00000249348
ENSG00000216863
ENSG00000259649
ENSG00000260766
ENSG00000228857
ENSG00000262222
ENSG00000259668
ENSG00000249637
ENSG00000247934
ENSG00000267677
ENSG00000262179
ENSG00000268230
ENSG00000225039
ENSG00000225062
ENSG00000235027
ENSG00000235419
ENSG00000237372
ENSG00000230844
ENSG00000259658
ENSG00000272516
ENSG00000271631
ENSG00000228495
ENSG00000272825
TSC22D1-AS1
ENSG00000257894
ENSG00000235772
ENSG00000272053
ENSG00000273160
GHET1
ENSG00000269352
ENSG00000249685
ENSG00000233862
ENSG00000277999
ENSG00000267560
ENSG00000270750
ENSG00000224238
ENSG00000228549
ENSG00000276698
ENSG00000257621
ENSG00000274367
ENSG00000234546
ENSG00000259736
ENSG00000262061
ENSG00000254648
ENSG00000262075
ENSG00000254862
ENSG00000231651
ENSG00000261770
ENSG00000224977
ENSG00000224132
ENSG00000260988
ENSG00000259488
ENSG00000244036
ENSG00000249816
ENSG00000269243
HCG22
ENSG00000254548
ENSG00000260285
ENSG00000261643
HNRNPU-AS1
ENSG00000227963
ENSG00000245213
ENSG00000260091
ENSG00000260011
ENSG00000273032
ENSG00000272049
ENSG00000276791
HOTAIR
ENSG00000225335
ENSG00000262477
ENSG00000231365
ENSG00000260790
ENSG00000234459
ENSG00000231246
ENSG00000260816
LHFPL3-AS2
ENSG00000280011
ENSG00000259705
ENSG00000269054
ENSG00000274737
ENSG00000226087
ENSG00000272630
ENSG00000261123
ENSG00000260123
LINC00242
ENSG00000278383
ENSG00000272043
SAMD12-AS1
ENSG00000260778
ENSG00000273203
CRNDE
ENSG00000240499
ENSG00000224046
ENSG00000258943
ENSG00000229896
ENSG00000236283
ENSG00000225472
ENSG00000259863
ENSG00000232415
ENSG00000227741
ENSG00000265478
ENSG00000260884
ENSG00000273771
ENSG00000257337
ENSG00000227467
ENSG00000237943
LINC00471
ENSG00000273980
ENSG00000261186
ENSG00000224413
ENSG00000212694
ENSG00000258955
ENSG00000272692
ENSG00000265010
ENSG00000236008
ENSG00000265800
ENSG00000278600
ENSG00000277324
ENSG00000272668
ENSG00000259363
ENSG00000261474
ENSG00000257279
ENSG00000222012
FAM201A
ENSG00000226440
ENSG00000230679
ENSG00000223374
ENSG00000275964
ENSG00000237181
ENSG00000250237
ENSG00000230479
ENSG00000260735
ENSG00000254872
ENSG00000274031
