Tags,TCGA-AN-A0AK-01,TCGA-EW-A1PC-01,TCGA-GM-A2DL-01,TCGA-AO-A0J2-01,TCGA-A8-A085-01,TCGA-S3-AA10-01,TCGA-AR-A24W-01,TCGA-A8-A08T-01,TCGA-A8-A097-01,TCGA-EW-A1P6-01,TCGA-E9-A22B-01,TCGA-A2-A0T6-01,TCGA-AR-A1AY-01,TCGA-PE-A5DC-01,TCGA-A8-A06Q-01,TCGA-C8-A1HI-01,TCGA-D8-A1XD-01,TCGA-BH-A1EN-11,TCGA-BH-A0EI-01,TCGA-A2-A4S1-01,TCGA-A8-A09Z-01,TCGA-E2-A1IG-01,TCGA-D8-A1X9-01,TCGA-BH-AB28-01,TCGA-BH-A1F0-01,TCGA-A7-A426-01,TCGA-BH-A1F5-01,TCGA-AC-A8OR-01,TCGA-EW-A1OX-01
hsa-mir-509-3,0.120091181,0.008595498,0.008522058,0.035607667,0.019737761,0.017907789,0.038237186,0.063841796,0.007586678,0.032238943,0.017027556,0.024869877,0.043779912,0.028459727,0,0.012583634,0.033471512,0.011829566,0.042766334,0.043995591,0.009312577,0.024615781,0.046020057,0,0.036552799,0.012873677,0.015545615,0,0.01365868
hsa-mir-511,0.144213094,0,0.05195632,0.236824318,0.016409318,0.04714515,0.077706762,0.061921957,0.04204872,0.102742526,0.185209644,0.03790599,0.014558864,0.069404053,0.014365568,0.045333657,0.037102803,0.426170859,0.016295818,0.515118691,0.061937388,0.052867276,0,0.020842275,0.837379938,0.007135166,0.060312518,0.074984686,0.004542152
hsa-mir-532,0.07756466,0.253130709,0.027801789,0.056710125,0.023724484,0.151035368,0.05425049,0.067806104,0.037897765,0.050726806,0.043210456,0.0208481,0.144549495,0.074337864,0.054000645,0.024696451,0.036452126,0.096543258,0.063233053,0.10387192,0.158760985,0.039389877,0.02766288,0.051618589,0.193823059,0.031005988,0.072702064,0.041195574,0.030824021
hsa-mir-539,0.010018948,0.005736831,0.001658945,0.01633869,0.01070341,0.005229028,0.019140272,0.03462019,0.010127034,0.019499789,0.01243001,0.009855489,0.016801331,0.006648133,0.003243574,0.011023161,0.024573606,0.039476611,0.020738436,0.000458807,0.008546215,0.025157111,0.001279785,0.008888988,0.036594249,0.00322207,0.006484685,0.000537481,0.000911611
hsa-mir-542,0.060165085,0.316828312,0.073293537,0.085336221,0.027578438,0.045231064,0.084586972,0.014090177,0.069481264,0.027261628,0.093569247,0.064767134,0.078733284,0.274618708,0.045701825,0.049173825,0.078472935,0.076237377,0.130185821,0.577182959,0.026100842,0.045203562,0.027765127,0.130305299,0.132929808,0.242317418,0.070780955,0.023687441,0.004509254
hsa-mir-543,0,0.025351926,0.036306546,0.008751897,0,0.004401495,0.025061862,0.031382959,0.022376454,0.007923905,0.020925752,0.012225378,0.008608419,0.011192037,0,0.018557335,0.00658149,0.034890624,0.026278519,0.005406769,0,0.009075351,0.011311117,0.009242781,0.047915712,0.012656723,0.022925457,0.006333891,0.005371396
hsa-mir-548v,0.031317671,0.24208798,0,0.034821959,0,0.017512638,0.039886339,0.024973239,0.035612482,0.012611034,0.016651834,0,0.089052857,0,0.070972335,0.009844773,0.005237273,0.00925483,0.012546804,0.021512398,0.0874281,0.007221783,0.003000304,0.002451677,0.009532334,0.013428917,0.018243115,0.010080488,0.004274331
hsa-mir-550a-1,0.086285171,0.012351683,0.048984555,0.332592167,0.042544569,0.051466789,0.036631084,0,0.043608034,0.023163604,0.100932618,0.026803407,0.050329199,0.032717182,0.055868609,0.009041306,0.057718035,0.08499513,0.038409382,0.031610711,0.053528511,0.066323899,0,0.009006322,0.105052342,0,0.011169494,0.101835587,0.054956846
hsa-mir-550a-2,0.026169824,0.022477191,0.022285125,0.221145534,0.090324772,0.023414396,0.049995041,0.020868248,0.029758675,0.031614268,0.105751632,0.008129328,0.045793719,0.029768831,0.016944639,0.032906127,0.07877505,0.015467132,0.048927278,0.021571553,0.073057092,0.05230076,0.005014257,0.008194706,0.095585416,0,0.030488799,0.07581153,0.039289118
hsa-mir-550a-3,0,0.0481932,0.015927131,0.349378597,0.027666374,0.075303961,0.107194044,0,0.042536906,0.045189315,0.065635683,0,0.098186017,0,0,0.08819228,0.037533557,0.033162979,0.04495916,0,0.130534383,0.060381865,0,0.017570216,0.204944074,0.036090037,0.043580543,0.090303876,0.045948876
hsa-mir-551b,0,0.047818339,0.006321298,0.019809201,0.02196096,0.044830944,0.056725452,0.053274556,0,0.170383664,0.07815016,0.020753356,0.107164512,0,0.014419319,0.007000507,0.081931588,0.14478214,0.035687545,0,0,0.054776868,0,0.013946839,0.094896634,0,0.051889873,0.003584051,0.003039438
hsa-mir-5586,0.081472215,0,0.104067516,0.054353124,0,0.136676194,0.025940862,0.032483642,0.123526747,0.180440207,0.155949753,0.151849937,0.106924155,0.185353306,0.105504544,0.064027356,0.068123202,0.048152465,0.048960342,0.257434451,0.037907049,0.081411681,0.078052297,0.095669483,0.22318326,0.139740132,0.094918068,0.032780184,0
hsa-mir-5683,0.005127161,0.003302779,0.102966636,0.005700864,0,0.004587321,0.037547378,0,0.000971715,0.007226137,0.005452298,0.019112259,0.021308144,0.050303353,0,0,0.002572253,1,0.002396445,0.017609471,0.001192771,0.000394103,0.000982387,0.011639856,0.062423273,0.074749377,0.050773289,0,0.001049657
hsa-mir-574,0.22460599,0.124886758,0.092564007,0.068086264,0.035637242,0.050173097,0.129495735,0.168812666,0.057221019,0.352435534,0.165152932,0.039107563,0.133092457,0.053780385,0.475118786,0.175348685,0.195461535,0.370822236,0.134793606,0.449706355,0.056603984,0.132686484,0.020540284,0.07817411,0.389061554,0.03650418,0.090929885,0.131071901,0.018596761
hsa-mir-576,0.130278744,0.056285448,0.016186177,0.117967558,0.007394967,0.141137899,0.035469539,0.089810207,0.08731776,0.063784264,0.023088052,0.017187483,0.076927287,0.058263893,0.079470114,0.022697061,0.043037995,0.068928945,0.016507012,0.094491336,0.071664395,0.082153229,0.002805742,0.029582728,0.268070418,0.025097449,0.091714995,0.059239482,0.029131947
hsa-mir-582,0.025132515,0.02782358,0.0392179,0.069127897,0.01160511,0.009107145,0.020939482,0.011826827,0.026478935,0.063061442,0.044292155,0.034836197,0.052681666,0.030457588,0.151129109,0.05851992,0.007725117,0.034395489,0.032313758,0.002482394,0.003102985,0.020260142,0.018417589,0.003906827,0.050386162,0.010436935,0.011931666,0.000222992,0.000541273
hsa-mir-584,0.008396166,0.220403811,0.006059738,0.004885691,0.004780365,0.043036314,0.015960733,0.004320482,0.006226391,0.006460286,0.014336459,0.009691827,0.007687427,0.017550354,0.004928684,0.007440218,0.006216046,0.038767065,0.0040919,0.018234516,0.00184286,0.008933798,0.01245178,0.004378844,0.041383519,0.005904328,0.006759872,0.02092773,0.004194595
hsa-mir-589,0.113189787,0.2082292,0.077067505,0.044165323,0.064741859,0.041106204,0.028555673,0.046939759,0.037567874,0.019019414,0.029761526,0.022393523,0.031792868,0.050638017,0.01712208,0.01286277,0.008578766,0.031134302,0.02737338,0.04970359,0.142431492,0.027479025,0.044198969,0.016029911,0.032681537,0.011767168,0.028937105,0.028473452,0.009310718
hsa-mir-590,0.300190427,0.079191483,0.038344443,0.221248584,0.044404405,0.087289544,0.030039747,0.051295035,0.024382686,0.039718029,0.077982564,0.019982222,0.091926323,0.0341474,0.144388875,0.106498113,0.044463729,0.025345906,0.033216129,0.107225836,0.187558589,0.057356406,0.009860209,0.023500083,0.201015266,0.015630376,0.024980905,0.04417135,0.037459123
hsa-mir-592,0.259511741,0.011144696,0.00736631,0.092335922,0.070376498,0.026121109,0,0.020693902,0.073775094,0.02612511,0.307704945,0.004030703,0.045411096,0.095940326,0.008401532,0.0244734,0.104155844,0,0.032923261,0.04278263,0.084521143,0.067821877,0.007458543,0.008126238,0.055292286,0.002781945,0.025195048,0.200474979,0.047815605
hsa-mir-598,0.04770661,0.035321705,0.041191726,0.031114819,0.000933095,0.035489985,0.152602475,0.027671759,0.04273367,0.065603611,0.045566886,0.096571007,0.286788133,0.022667478,0.074512797,0.038992267,0.17082705,0.053098917,0.094381032,0.12283493,0.003658922,0.115677547,0.01099309,0.036882083,0.085098768,0.017898744,0.012378929,0.117190051,0.00126247
hsa-mir-615,0.32805224,0.120755648,0.056905763,0.120428569,0.005135001,0.01747092,0.01657972,0.220071402,0.019737579,0.348074028,0.051497721,0.009705268,0.066061046,0.014808232,0.209038239,0.108034487,0.013932783,0.033853546,0.020861522,0.012876692,0.036341597,0.065641756,0.007981756,0.018751364,0.060227604,0.001116411,0.006066552,0.020112944,0.011371068
hsa-mir-616,0.400328805,0.296953881,0,0.275167267,0.107667179,0.162808176,0.162228424,0.203145628,0.082768847,0.073274905,0.123844501,0.033915578,0.334340083,0.020699258,0.141386184,0.171605584,0.146066541,0.107548227,0.111782611,0.109995786,0.321727422,0.128681412,0.020919493,0.09116889,0.243700472,0.015605427,0.070666296,0.064428614,0.17384853
hsa-mir-624,0.123549173,0.2122321,0.192883758,0.219797911,0.060918269,0.027635136,0,0,0.140492334,0.248754521,0.105107171,0,0,0.245945416,0.319986371,0.31070336,0.123967109,0,0.082495879,0.135787313,0,0.132954129,0.047345163,0.038687655,0.225631992,0.052977489,0.047979799,0.198839058,0.050587149
hsa-mir-625,0.092599829,0.027210525,0.060702612,0.087897191,0.018260659,0.0272035,0.027773374,0.033922885,0.05248747,0.032770844,0.048141738,0.033386959,0.014622207,0.049420978,0.022398276,0.046884025,0.118771889,0.053163863,0.044629619,0.063081576,0.026673067,0.020198333,0.094871014,0.017066237,0.043044488,0.071138487,0.034035592,0.086544961,0.060488772
hsa-mir-627,0.168907734,0.108805797,0.059931178,0.413176824,0,0,0.107560895,0.134689876,0.032011896,0.102023889,0.080828554,0,0.036945747,0.096068392,0.273414262,0.18583764,0.112986095,0.149744127,0.045113024,0.139229144,0.15717729,0.06491625,0.032363488,0.066113834,0.102822703,0.036213547,0.065594533,0.01359191,0.034579595
hsa-mir-628,0.145212988,0.031400692,0.00460058,0.104599573,0.037542089,0.0138384,0.087072453,0.149207913,0.055835832,0.212906146,0.075855179,0.034606897,0.028750532,0.017364153,0.085337137,0.144674398,0.132379227,0.036517103,0.139290029,0.074212821,0.473451223,0.189719264,0.010646657,0.013057712,0.216608927,0.003577499,0.115294035,0.013070598,0.126755263
hsa-mir-629,0.438895668,0.171714917,0.269265689,0.117440773,0.156856362,0.228848819,0.228876707,0.237465606,0.103094094,0.112374182,0.203250206,0.099958644,0.290056113,0.209856809,0.206775776,0.224531896,0.253225419,0.167441314,0.303825531,0.145703991,0.388529464,0.173286228,0.583120178,0.111603953,0.218682592,0.098317166,0.158499903,0.243603498,0.198592707
hsa-mir-642a,0.400083771,0.057271806,0.001455964,0.022812875,0.005058177,0.025240679,0.039196051,0.008180342,0.01555385,0.041309261,0.075272789,0.015933462,0.008975553,0.005834679,0.006642289,0.041922361,0.027448698,0.078820419,0.05753841,0.022549434,0.367525399,0.086738699,0.001965586,0.014455446,0.068693958,0.008797673,0.015935452,0.016510041,0.028002398
hsa-mir-651,0.221252101,0.122163948,0.044859283,0.140576601,0,0.127257637,0.080510779,0.075612902,0.011980672,0.089094011,0.047056546,0.049092275,0.041481598,0.089885597,0.102327163,0.029807561,0.105714539,0.018680922,0.029546753,0.078161193,0.088237032,0.024295352,0.018168386,0.059384502,0.019241064,0.040659532,0.024549204,0.10173755,0.008627758
hsa-mir-6510,0,0,0.003248571,0,0.001880987,0.012799454,0.206491324,0.003042028,0.004338013,0.408621142,0.004462452,0.002370074,0.013350978,0.002169745,0,0.017988104,0.038277605,0.042839141,0.030057466,0,0,0.001759394,0.001461887,0.010153824,0.011611481,0.010632689,1,0.004911681,0.002603317
hsa-mir-6511b-1,0.07435021,0.127718389,0.021104507,0.066135695,0.109979418,0.049891409,0.142039235,0,0,0.868243055,0.063252065,0.023095961,0.130103,0.10571902,0,0.186977053,0.174070697,0.219715823,0.029786938,0.224716068,0,0.045720009,0.028491675,0.034922587,0,0.063762264,0.173241351,0.17948802,0.0811804
hsa-mir-6511b-2,0.077604858,0.033327301,0.011014206,0.034515378,0.076529167,0.052075383,0.09883796,0.123766845,0,1,0.033010481,0,0.237646803,0.022069352,0,0.024395244,0.207646378,0.321067273,0.134726944,0.085291992,0.036107629,0.047721383,0.014869443,0.07290255,0.141726069,0.049915071,0.210962433,0.262282988,0.127101022
hsa-mir-652,0,0.106681126,0.029713042,0.06462282,0.002311045,0.044731273,0.019898209,0.019933542,0.010659657,0.108839469,0.025918296,0.01261846,0.048526905,0.015550634,0.042487397,0.026029819,0.019856752,0.063714366,0.074693792,0.017171115,0.029076996,0.027621098,0.018260602,0.018346071,0.049456354,0.010718916,0.040651086,0.076941843,0.030705812
hsa-mir-653,0.013616664,0.001151811,0.00070275,0.000825834,0.0015259,0.000738361,0.005123847,0.009706532,0.002189658,0.005981641,0.008227363,0.002179011,0.001534337,0.001525461,0.002137363,0.006355781,0.004347231,0.003536176,0.00063369,0.030951285,0.002015841,0.009483352,0.000197653,0.00258416,0.006656442,0.00221166,0.037416381,0.003054756,0.000140791
hsa-mir-654,0.021367758,0.06423448,0.054284401,0.042765659,0.017910834,0.004301536,0.024492675,0.027262407,0.011339097,0.055928527,0.06112429,0.022567925,0.008412914,0.013976151,0.002767072,0.024852879,0.038592071,0.070722242,0.081040017,0.002348433,0,0.035476974,0.008597739,0.009701961,0.106662637,0.016950492,0.017425945,0.004470584,0.002333071
hsa-mir-655,0.045647092,0.019603082,0.045349674,0.071056675,0.022507186,0.015315341,0.014534095,0.036399761,0.060558149,0.027571821,0.046114701,0.014179697,0.019969078,0.077887048,0,0.078920868,0.00763359,0.175362031,0.051814855,0.018813246,0,0.024560947,0.00874619,0.0214406,0.111150817,0.083186676,0.026590263,0.007346411,0
hsa-mir-659,0.051258135,0.022012737,0.03637442,0.091189855,0.025273799,0.034395876,0.065282634,0.04087408,0.038858333,0.227047432,0.04360691,0.015922698,0.044847445,0.072884257,0.066378022,0.016113099,0.034287672,0.030295059,0.047916298,0.112671001,0.119245827,0.126080162,0.019642582,0.064203005,0.031203448,0.021979324,0.119435152,0.131991124,0.069958701
hsa-mir-660,0.092225921,0.252358813,0.042206469,0.07258479,0.029549256,0.182560047,0.024225777,0.09329634,0.044980663,0.025819617,0.042403172,0.011171503,0.119257145,0.230906962,0.114424029,0.013704123,0.026162219,0.090635239,0.049769537,0.391194261,0.291094411,0.022361756,0.011654936,0.109099957,0.145590734,0.089240516,0.064335829,0.076013144,0.015843158
hsa-mir-664a,0.083442346,0.051771671,0.031064793,0.079762125,0.115312357,0.011653472,0.139069377,0.097913482,0.161270155,0.101783578,0.102778278,0.047203117,0.100303753,0.206748707,0.274966429,0.470118062,0.073628279,0.059992984,0.0543137,0.352122591,0.206712352,0.09322251,0.019069861,0.143343018,0.181455374,0.112431494,0.113250764,0.116346332,0.054058714
hsa-mir-664b,0.027814987,0.047780433,0.027633756,0.049483747,0.034286794,0.024886339,0.141701236,0.044360267,0.042172596,0.117605945,0.093173425,0.025921131,0.030420331,0.035595261,0.090049329,0.100552474,0.060469672,0.10685659,0.057574846,0.233097701,0.038824908,0.036346424,0.042635844,0.039194392,0.118526773,0.032799199,0.064810925,0.094006985,0.024675797
hsa-mir-671,0.294494267,0.124577861,0.032447952,0.078193382,0.01362662,0.073545178,0.040448007,0.014951029,0.035758584,0.038195106,0.134324519,0.010915877,0.157030884,0.100919451,0.130180324,0.115505469,0.07330346,0.098230482,0.068576502,0.295668846,0.04997729,0.060075258,0.084470995,0.030757405,0.129166439,0.026152702,0.072302959,0.103602936,0.035766223
hsa-mir-6716,0,0.102268391,0.067596342,0,0.058709436,0.026633115,0,0,0,0.143840943,0.113958168,0.03698742,0.156266669,0.16930552,0.077095974,0.074859419,0.238944377,0.351867635,0.047702798,0.032715951,0,0.146438071,0.022814238,0.05592737,0.072483636,0.05105658,0.046240101,0.019162896,0
hsa-mir-675,0.017798362,0.007790473,0.003546195,0.003957982,0.005906806,0.00681379,0.022232159,0.007915165,0.007005868,0.009510139,0.017725899,0.001807504,0.007187253,0.008078963,0.005097252,0.006025329,0.016599312,0.066352851,0.03039629,0.004326072,0.007484881,0.011207795,0.000524654,0.012057625,0.013751819,0.002861956,0.011830002,0.00457211,0.006540088
hsa-mir-6806,0.36446938,0.104347255,0.086213062,0.108067105,0,0.190221601,0.154730047,0,0,0.244608156,0.180871663,0.150957129,0.053147728,0.138197686,0,0.190952712,0.853305441,0.071804026,0.113569115,0.166904928,0.11305252,0.168091708,0.093112083,0.095107025,0.147913996,0,0.094359993,0.273734634,0.099487875
hsa-mir-6837,0,0.268543777,0.133124543,0.069529257,0,0.069935168,0.199103424,0.124660553,0.059256462,0.188854003,0.249366281,0.097124255,0.478725909,0.177829924,0.101222106,0,0.052286504,0.184791871,0.125261475,0.085907923,0.218210401,0.096131999,0.329490331,0,0.28549907,0.06703404,0.060710309,0.150958369,0.106682406
hsa-mir-6842,0.044057705,0.227046259,0.037517694,0.039190029,0,0.059128268,0.112224217,0,0.016699894,0.053223594,0.07496259,0.041057922,0.09636891,0.012529177,0.028526821,0.013849629,0.014735593,0.026039394,0.017650846,0.06052729,0.040997967,0.013546153,0.118183257,0.013796039,0.053640318,0,0.03421921,0.03545306,0.018039406
hsa-mir-6854,0.164550234,0,0.140124079,0.073185026,0.324538629,0.184030837,0.104786027,0,0.124744059,0.198783731,0.15748666,0.204461876,0.287941071,0.233974988,0,0,0.44028507,0.194508016,0.153822177,0.226062159,0.076561172,0.025296558,0.094585713,0.025763344,0,0.105837919,0.063902388,0.052965196,0.022458384
hsa-mir-6892,0.110076938,0,0.072906481,0.277426367,0.054275559,0.041036204,0.186926068,0.029259054,0.013908072,0.132977656,0.148272756,0.091184058,0.096310001,0.052173025,0.047515641,0.069205787,0.036816434,0.281921072,0.068600193,0.151225705,0.05121612,0.045126214,0.126547535,0.034469017,0.335047118,0.047200669,0.071246461,0.029526158,0.070110325
hsa-mir-7-1,0.283271886,0.202145679,0.041394319,0.170372494,0.061312051,0.050429537,0.016206931,0.0247996,0.055088732,0.02163285,0.081971081,0.011707334,0.01354553,0.050633588,0.473698652,0.200111524,0.252663553,0.02234358,0.038122662,0.02990752,0.077583657,0.035957076,0.036826587,0.019227876,0.109363114,0.003529962,0.021543313,0.069273186,0.051064935
hsa-mir-708,0.072460451,0.082101292,0.044503495,0.085299845,0.065375936,0.055480343,0.021744695,0.082519697,0.096896245,0.119261065,0.122065374,0.049278229,0.052578802,0.072454691,0.030473342,0.025337959,0.089584901,0.049985829,0.065287359,0.023882499,0.018536503,0.103708857,0.089868806,0.052525033,0.045778283,0.030898359,0.038209538,0.007725315,0.00178035
hsa-mir-744,0.40487853,0.244132641,0.033561097,0.025680546,0.034934747,0.047015371,0.161612469,0.130806218,0.010939695,0.302324664,0.098464742,0.027183901,0.185457984,0.011785759,0.061104289,0.099104184,0.204650774,0.114645116,0.099501074,0.049349017,0.076631038,0.11588358,0.006594769,0.042717183,0.147039754,0.018846746,0.181188709,0.111128788,0.057053891
hsa-mir-758,0.024414218,0.055282716,0.03748523,0.027639609,0.012037901,0.007943139,0.052294573,0.01238892,0.025238461,0.047368221,0.031862989,0.029646427,0.022331762,0.020828832,0.002874164,0.020233181,0.023012151,0.055094529,0.07024586,0.002439324,0.002065335,0.029002334,0.024665174,0.015637424,0.051342057,0.026647705,0.017238452,0.004286405,0.002120445
hsa-mir-760,0.079465726,0.085316121,0.01127828,0,0.009795522,0.031105695,0.025301993,0.158418241,0.00753029,0.247994845,0.035914633,0.006171258,0.06952722,0.039547474,0.01286327,0.056205444,0.086379089,0.011741643,0.029183321,0.016375723,0.083190302,0.033595148,0.19032505,0.009331341,0.036281121,0.004259331,0.077150363,0.038367456,0.287411818
hsa-mir-766,0.037979733,0.221820704,0.034498084,0.131755957,0.011235984,0.015291375,0.029022708,0.03028567,0.023033683,0.064233608,0.050081371,0.011797928,0.129595986,0.019441296,0.004918282,0.057307204,0.017783833,0.044894276,0.041589915,0.035480531,0.024739461,0.040870865,0.030563793,0.023785619,0.147969238,0.006514235,0.035398207,0.019559774,0.010367185
hsa-mir-769,0.212490885,0.481120082,0.072538852,0.048668585,0.062524377,0.103346624,0.079732333,0.067485417,0.044245707,0.212181434,0.154928209,0.047507188,0.21190098,0.030372952,0.02796651,0.065550176,0.256158414,0.080934964,0.059938838,0.079125707,0.130524275,0.08980425,0.042280426,0.027225994,0.134044236,0.018833779,0.179138042,0.072675047,0.050369829
hsa-mir-7706,0.252766745,0.072366881,0.017937145,0,0.041543847,0.21672974,0.053654171,0.067186812,0.031936696,0.084820292,0.080638733,0,0.276442559,0.107823132,0,0.066214738,0.140900987,0,0.078762388,0.092601489,0.098005175,0.019429141,0.177581347,0.059362725,0.076935975,0.00903213,0.049080406,0.067800123,0.057497314
hsa-mir-874,0.059877588,0.083092248,0.035390637,0.028081474,0.037057256,0.050657087,0.098619546,0.051357181,0.061270032,0.110126883,0.08108096,0.014931621,0.053096301,0.050486631,0.071539446,0.081581807,0.099149516,0.130675808,0.061649104,0.0180848,0.01662867,0.099366233,0.095016079,0.032496538,0.127945996,0.007256787,0.092025249,0.082290194,0.045640561
hsa-mir-877,0.333598364,0.200568695,0.009469278,0,0.032897429,0.097003911,0.021243631,0.079805068,0,0.255234034,0.046117927,0.031088443,0.116750534,0.01897381,0.043200162,0,0.066945363,0.039433278,0.008909971,0.137491043,0.062086064,0.015385402,0.012783791,0.005223091,0.040615645,0.007152295,0.10364109,0.064426867,0.018212205
hsa-mir-887,0.083048096,0.399956294,0.005051448,0.052766147,0.017549342,0.017249122,0.007555035,0.037842246,0.008994007,0.016720945,0.344426767,0.001842704,0.036330777,0.074225843,0.061454433,0.018647373,0.089281105,0.045577875,0.019804502,0.259154067,0.121440803,0.030093971,0.012502603,0.006501333,0.054166705,0.011446319,0.170471379,0.016229777,0.017001991
hsa-mir-889,0.029075008,0.043701778,0.047454864,0.032328352,0.015769593,0.011706157,0.011109022,0.009273957,0.018735282,0.031611469,0.020406399,0.026192177,0.02671063,0.030593021,0.003765142,0.010967739,0.015559125,0.036086785,0.055911941,0.002396627,0.004058368,0.021007847,0.018383992,0.024581941,0.031858979,0.019324274,0.0158076,0.002339654,0.001190475
hsa-mir-9-1,0.008731015,0.004184528,0.000544959,0.006093194,0.003402886,0.042771187,0.004737884,0.005431054,0.004154129,0.000737937,0.00945461,0.001386865,0.028845256,0.004735063,0.005577578,0.037909106,0.000285548,0.001274343,0.00170616,0.012974431,0.04585663,0.633968775,0.001169222,0.000957891,0.003375178,0.001324371,0.001110937,0.000315082,0.003501123
hsa-mir-9-2,0.008628864,0.004746026,0.0005465,0.005607569,0.003038262,0.04204705,0.004482189,0.005184109,0.004137572,0.00085862,0.009227659,0.001342519,0.030230256,0.004400854,0.005320433,0.036588712,0.000351924,0.001436603,0.001663738,0.012827521,0.045376972,0.63558981,0.001272032,0.00106175,0.003430523,0.001176289,0.001270074,0.00035727,0.003434287
hsa-mir-9-3,0.009993407,0.004295918,0.000560883,0.006128244,0.003255796,0.042842984,0.004642432,0.005213546,0.004313634,0.000771267,0.009178761,0.001278359,0.028535003,0.004382442,0.005237989,0.036876969,0.000293427,0.001781506,0.00176057,0.012521883,0.045440544,0.630398306,0.000962219,0.000986638,0.003502108,0.001240715,0.001298585,0.000322192,0.003572705
hsa-mir-92a-1,0.147978639,0.048354477,0.013734763,0.036192224,0.038534398,0.544769746,0.065259796,0.135601534,0.032006126,0.084069995,0.066012621,0.014773316,0.14373293,0.121635068,0.01256983,0.019656005,0.034727635,0.046418269,0.048398727,0.025056794,0.057980691,0.045369816,0.038993361,0.050012911,0.04748884,0.032534804,0.049270508,0.172138121,0.015196722
hsa-mir-92a-2,0.146211165,0.048258048,0.014506789,0.034035401,0.035381132,0.51544235,0.065381464,0.142055295,0.02864374,0.085983129,0.069001409,0.014425859,0.134707623,0.111842427,0.012018051,0.01922512,0.035510801,0.046555508,0.048170334,0.023174023,0.056241347,0.04611999,0.038596668,0.045965651,0.044223982,0.029637554,0.049059716,0.170449297,0.014852806
hsa-mir-92b,0.033994933,0.206685907,0.037092768,0.028516475,0.002815667,0.065229271,0.050914396,0.066027948,0.031275177,0.186694397,0.036528009,0.019572227,0.167720409,0.012116809,0.052467844,0.07284281,0.034289931,0.026138929,0.03522201,0.020459974,0.04223951,0.031801275,0.05701435,0.046146557,0.070998055,0.018230111,0.058303132,0.033234476,0.038988337
hsa-mir-93,0.256176204,0.278369072,0.02919262,0.060713918,0.061604877,0.290615029,0.01925825,0.050826508,0.072507443,0.078504131,0.028487588,0.028651575,0.44853228,0.341755602,0.194060361,0.016482429,0.143849971,0.030298613,0.016615157,0.147245217,0.062685838,0.027275607,0.047819799,0.089954428,0.073531095,0.099477051,0.080490592,0.136173117,0.021988704
hsa-mir-935,0.006830477,0,0.001938849,0,0.006735799,0.003055644,0.03914699,0.005446735,0,0.016503019,0.197570728,0.004243605,0.002988106,0.005827375,0.00442265,0.027913256,0.006853583,0.012111037,0.002736495,0,0.006356112,0.012600745,0,0.004277732,0.037422531,0.001464443,0.015915505,0.014290796,0.306708527
hsa-mir-937,0.016552647,0.017771279,0.016444797,0,0.004080799,0.111073587,0.005270385,0,0,0.119977845,0.010561397,0.005141872,0.050688626,0.00235363,0,0.00780503,0.027681069,0.00489155,0.014368221,0.002274033,0,0.001272332,0.144306176,0.003887422,0.005038221,0.00177443,0.131776951,0.003995953,0.02823946
hsa-mir-939,0.10913563,0.374945189,0.030978442,0,0.053811398,0.122055866,0.06949786,0,0,0.571308961,0.150873327,0.067803233,0.143229582,0.031036106,0.070663976,0.068614013,0.109504809,0.129004708,0.05829737,0,0,0,0.125465381,0.03417426,0.066436438,0,0.211911619,0.087821009,0.119161387
hsa-mir-940,0.023088464,0.09171662,0.00573451,0.020537556,0.00853816,0.011619828,0.011027097,0.00460278,0.002187897,0.295188807,0.030076948,0.003586071,0.095954135,0.008207407,0.033636376,0.034475037,0.017374925,0.010234469,0.004624968,0.017445643,0.005371252,0.004436791,0.002211927,0.00090373,0.063248045,0.001237532,0.044831494,0.007431682,0.007877964
hsa-mir-942,0.039097305,0.181894734,0.01572199,0.075351623,0.009638839,0.078706633,0.045644979,0.010392282,0.022229492,0.026239566,0.029103647,0.006072543,0.048460678,0.018530891,0.054849225,0.01229031,0.01525594,0.015405099,0.010442367,0.023275452,0.036382043,0.020035002,0.032461974,0.019384372,0.047601023,0.00977947,0.01012217,0.061874181,0.010672241
hsa-mir-944,0.019586101,0,0.008339351,0.004355537,0,0.004380965,0.006236241,0,0.003712016,0.003943472,0.00312422,0,0.004284133,0.019494715,0.00634088,0.033863102,0.009826178,0.028939907,0.003923392,0.115703302,0.013669404,0.033121087,0,0.021465875,0.023846106,0.018896537,0,0.006304346,0
hsa-mir-95,0.038859053,0.06675187,0.044120997,0.086414364,0.025546938,0.011589191,0.024745548,0.061973717,0.004909789,0.02607967,0.023416529,0.012071078,0.005666513,0.044203136,0.016773838,0.024430833,0.008664553,0.038278075,0.031136208,0.014236076,0.102454307,0.063721329,0.012409295,0.036504468,0.12616256,0.013885531,0.100604894,0.03335438,0.024750151
hsa-mir-96,0.129486598,0.144977592,0.189026347,0.37227946,0.052444815,0.047582435,0.020614347,0.04425204,0.04732842,0.07635047,0.132780147,0.028730986,0.194215114,0.110470644,0.272483223,0.069778891,0.174779549,0.016399368,0.067933145,0.005082602,0.378695166,0.141476314,0.014177275,0.135397596,0.053488437,0.100140512,0.141876995,0.180856857,0.25814811
