Tags,TCGA-AN-A0AK-01,TCGA-EW-A1PC-01,TCGA-GM-A2DL-01,TCGA-AO-A0J2-01,TCGA-A8-A085-01,TCGA-S3-AA10-01,TCGA-AR-A24W-01,TCGA-A8-A08T-01,TCGA-A8-A097-01,TCGA-EW-A1P6-01,TCGA-E9-A22B-01,TCGA-A2-A0T6-01,TCGA-AR-A1AY-01,TCGA-PE-A5DC-01,TCGA-A8-A06Q-01,TCGA-C8-A1HI-01,TCGA-D8-A1XD-01,TCGA-BH-A1EN-11,TCGA-BH-A0EI-01,TCGA-A2-A4S1-01,TCGA-A8-A09Z-01,TCGA-E2-A1IG-01,TCGA-D8-A1X9-01,TCGA-BH-AB28-01,TCGA-BH-A1F0-01,TCGA-A7-A426-01,TCGA-BH-A1F5-01,TCGA-AC-A8OR-01,TCGA-EW-A1OX-01
hsa-mir-155,0.113522144,0.020678509,0.056083061,0.176086833,0.009943554,0.367984891,0.012956984,0.012913211,0.079678677,0.046735041,0.052219023,0.035311069,0.037646359,0.083669701,0.039707279,0.033034948,0.011050822,0.036304041,0.014590361,0.064019216,0.060571078,0.018653584,0.024591705,0.024855301,0.347602286,0.023504236,0.027111614,0.023467148,0
hsa-mir-15a,0.353050902,0.281683128,0.060956249,0.230876953,0.087476375,0.225354615,0.039358692,0.052418602,0.163494319,0.051471129,0.124014041,0.092686684,0.165789687,0.368850833,0.239370359,0.044180603,0.040827382,0.083358774,0.105023934,0.685530337,0.237256993,0.04138899,0.043243836,0.219528424,0.189421377,0.182499861,0.079024909,0.327483745,0.070547877
hsa-mir-15b,0.106380008,0.329285243,0.045526249,0.094397757,0.025448632,0.063795542,0.015086486,0.010474809,0.022411999,0.028919226,0.053800062,0.023869522,0.045089085,0.093742078,0.22703576,0.039793449,0.02605018,0.008498404,0.026929897,0.071356084,0.051066474,0.024460208,0.125348564,0.026507033,0.128781588,0.020877104,0.024196028,0.072770345,0.01928069
hsa-mir-16-1,0.59381839,0.277855338,0.053289741,0.362653828,0.144933784,0.138412637,0.05533855,0.196936023,0.110539948,0.100884594,0.102667387,0.073039922,0.073907454,0.108907222,0.203868205,0.050056579,0.071134354,0.070378969,0.095584567,0.091642345,0.862851828,0.098283522,0.036821117,0.090331609,0.263961588,0.042767516,0.086128262,0.24000312,0.183942173
hsa-mir-16-2,0.565325923,0.254510546,0.052112294,0.351915529,0.129148894,0.13311719,0.045462533,0.167779166,0.09515127,0.089470359,0.095556448,0.065115564,0.072132607,0.090573323,0.199512288,0.047217266,0.066429578,0.066971607,0.07775722,0.090148586,0.774308955,0.086983443,0.028085996,0.083702331,0.232661966,0.039929941,0.067452277,0.21395653,0.164542345
hsa-mir-17,0.17596317,0.051686366,0.014948269,0.031540412,0.009315132,0.516546283,0.016430988,0.032390408,0.021512553,0.047787956,0.033272605,0.005199212,0.114781265,0.101600875,0.042983556,0.008795198,0.025453663,0.014867196,0.020181353,0.03266786,0.031337146,0.022603533,0.002187663,0.044753048,0.039687915,0.022811119,0.031040576,0.080504248,0.007988309
hsa-mir-181a-1,0.099949108,0.041051972,0.046393202,0.08116843,0.036625647,0.102825275,0.081379246,0.084783078,0.088863398,0.03944068,0.074990197,0.047517673,0.074155106,0.050783105,0.006247745,0.022744491,0.050643325,0.03129544,0.034506683,1,0.020629039,0.038688436,0.112224259,0.054900873,0.038643345,0.022312254,0.042089282,0.084013046,0.001523008
hsa-mir-181a-2,0.154279547,0.120667957,0.13074055,0.158869374,0.106660309,0.170185754,0.11918646,0.129284421,0.108832038,0.060824903,0.137421717,0.082003232,0.157840287,0.108127086,0.015261405,0.053462465,0.079330069,0.076143905,0.06417875,0.997757495,0.089351965,0.104749556,0.163051072,0.070235418,0.068958264,0.042248041,0.064422943,0.113605455,0
hsa-mir-181b-1,0.069799507,0.023498977,0.028095864,0.071444408,0.010824038,0.042924756,0.041081999,0.042981378,0.053587347,0.023001772,0.042692731,0.025589157,0.048118599,0.029432127,0.004084071,0.023109749,0.017244906,0.011621867,0.009731626,0.640546772,0.019858992,0.015175247,0.038017494,0.020345648,0.021384244,0.007159451,0.01433083,0.040980434,0.001234186
hsa-mir-181b-2,0.056935783,0.024686672,0.029439321,0.061388306,0.009270899,0.041924365,0.041645717,0.043094039,0.051766291,0.020045371,0.03479996,0.024010209,0.049952034,0.037582023,0.006885347,0.018369647,0.016236095,0.010701483,0.007986466,0.684422395,0.018955815,0.013019572,0.041130364,0.020702214,0.016632579,0.00731106,0.013357714,0.043265732,0.002250254
hsa-mir-181c,0.004248364,0.076887553,0.017766205,0.006474274,0.019365212,0.065838346,0.028254084,0.031979953,0.008375779,0.023448746,0.020208623,0.028685637,0.073017352,0.038172975,0.03204294,0.007753306,0.056035713,0.006697818,0.032548431,0.019987291,0.002903003,0.029678818,0.082528455,0.064138748,0.010242718,0.012577799,0.069384048,0.039480736,0.008613973
hsa-mir-181d,0.004548176,0.040769152,0.016424217,0.001903621,0.006706706,0.060529728,0.039326733,0.021489346,0.013065038,0.009838918,0.010094602,0.021075036,0.067850777,0.059197698,0.019441085,0.006721192,0.034538177,0.009603128,0.017962875,0.025368061,0.00204326,0.01247813,0.05712281,0.050734192,0.003710222,0.016629653,0.037640547,0.039585929,0.00615287
hsa-mir-182,0.154526836,0.061980803,0.161154529,0.327347472,0.079424465,0.047154636,0.062255843,0.048211076,0.065068017,0.091808258,0.110593149,0.171229634,0.234565617,0.183346883,0.118669016,0.062105732,0.134373852,0.022257777,0.145828243,0.007949753,0.181931544,0.123587545,0.082726431,0.107023242,0.04603746,0.225379268,0.174871686,0.097772094,0.172356626
hsa-mir-183,0.183518812,0.074956801,0.121222547,0.116643213,0.054674448,0.045565916,0.028325735,0.054061901,0.034916945,0.131909505,0.088007515,0.10093,0.270131605,0.089493286,0.113788736,0.045666877,0.161709026,0.012414676,0.087070488,0.003215792,0.292526577,0.076446602,0.058147888,0.059022337,0.042520127,0.07350271,0.139414025,0.05481747,0.129571589
hsa-mir-184,0.000235382,0.000977148,0.005445316,0.00017448,0,0.000263248,0.001149169,0.000500526,0.001219345,0.001516539,3.34E-05,0.00043871,0.00044621,0.000290065,0.000101604,9.87E-05,2.62E-05,0.001715781,0.000115257,0.000107791,0,2.41E-05,0.000811804,0.004962895,0.000429866,0.001968152,0.006246304,1.26E-05,0.001799034
hsa-mir-185,0.297474856,0.307394797,0.097364927,0.163127201,0.122919036,0.160786526,0.019211684,0.18776076,0.111852364,0.036111896,0.110672849,0.113779282,0.168112054,0.158025487,0.125654694,0.063171271,0.024576942,0.065114868,0.102011433,0.175498874,0.242060136,0.056485125,0.051996347,0.111527308,0.219700807,0.034851094,0.087724105,0.261580019,0.042198074
hsa-mir-186,0.270815979,0.084216201,0.021038083,0.109711461,0.031930391,0.078389215,0.047500036,0.049997794,0.062675113,0.060795299,0.034456389,0.021486733,0.116641915,0.082915588,0.128566765,0.069548408,0.036307001,0.15949403,0.038131568,0.125423432,0.16127838,0.039867957,0.00844454,0.028564657,0.254767302,0.020036396,0.073149332,0.045472137,0.013178028
hsa-mir-187,0,0.119442634,0.000209968,0.124687587,0.001094182,0.002316383,0.0334444,0.013566674,0.004766512,0.008638123,0.003303788,0.001608467,0.003559574,0.027346671,0.003352663,0.000465057,0.001237017,0.001311567,0.00256836,0.005690855,0.000344168,0.00170575,0.001417315,0.000810702,0.004502978,0.001110146,0.006319767,0.000357144,0.00040383
hsa-mir-188,0.076597696,0.372807492,0.032613703,0.124913927,0.012589317,0.039977395,0.032518411,0.020360087,0,0.236473988,0.057018587,0.015862743,0.089357179,0.021782934,0.016532021,0.064209688,0.085396459,0.030180988,0.023867938,0.084185045,0.08315776,0.086353717,0.004892155,0.007995157,0.139886737,0.010948282,0.059492718,0.016436772,0.038332392
hsa-mir-18a,0.083603841,0.018616657,0.013183988,0.060595287,0.003053518,0.268730048,0.00394364,0.017284061,0.012910606,0.027431289,0.01382975,0.005771219,0.094821213,0.058998108,0.036088312,0.006813599,0.007249464,0.007320343,0.00992421,0.016164986,0.005762789,0.01190053,0.001186583,0.010180857,0.058433738,0.005974845,0.012024874,0.031395321,0.003803503
hsa-mir-190a,0.132430941,0.022748915,0.127809009,0.129579372,0.104476217,0.088865423,0.03373295,0.042241066,0.090355273,0.074658397,0.067597925,0.106958833,0.034760469,0.135579131,0.154345368,0.058281886,0.088585955,0.172195265,0.081352253,0.407536749,0.529905291,0.085507204,0.121797058,0.062203291,0.209605349,0.07950037,0.10285788,0.119354669,0.014459661
hsa-mir-190b,1,0.094731317,0.028176557,0.006540558,0.023565812,0,0.021070671,0.117267148,0.047380702,0.068100453,0.071545906,0.014846643,0,0.04077524,0.302319669,0.086677901,0.065170693,0.008691606,0.034367773,0.006060964,0.073554603,0.029389913,0.017610722,0.085766943,0.002238055,0.06069368,0.035693505,0.037868053,0.060213129
hsa-mir-191,0.232423141,0.087223339,0.059314899,0.181461112,0.16976495,0.047029828,0.052531897,0.0720343,0.085401801,0.096989219,0.118598423,0.013997448,0.143829208,0.062436575,0.424509765,0.374381663,0.129176075,0.039741268,0.046541182,0.0589094,0.087278373,0.10604251,0.009610919,0.049930999,0.189685106,0.025318545,0.119646205,0.125184561,0.108140513
hsa-mir-192,0.275727751,0.125128036,0.012784787,0.182109567,0.013379885,0.05082273,0.041683972,0.109795547,0.052431325,0.039016513,0.030853099,0.029991586,0.178935746,0.028970443,0.065033823,0.061884591,0.065044608,0.013151867,0.02432875,0.032164798,0.597461832,0.077468584,0.025555832,0.054948057,0.079984662,0.026870815,0.155759407,0.067255348,0.061591492
hsa-mir-193a,0.042834633,0.214272236,0.056667883,0.034582938,0.021347791,0.031250652,0.099159351,0.07004711,0.052156767,0.042742417,0.143561906,0.053138022,0.083101536,0.056868643,0.113286176,0.041931547,0.078107486,0.277396417,0.043440416,0.07290979,0.12350861,0.119136719,0.121551127,0.032364738,0.079006021,0.015830122,0.077167592,0.08686777,0
hsa-mir-193b,0.350553205,0.199916361,0.078578481,0.226203059,0.070741058,0.031663954,0.090446033,0.11499838,0.060628465,0.545253614,0.269940706,0.027733386,0.12634521,0.164047422,0.189569554,0.100047151,0.257580118,0.221348416,0.078134365,0.239743461,0.093637917,0.173505404,0.07502409,0.033770424,0.150528114,0.031049914,0.097100545,0.041565121,0.058985829
hsa-mir-194-1,0.158067005,0.096571201,0.034108749,0.201798756,0.01942369,0.086308606,0.078484808,0.081396918,0.114900466,0.044729122,0.056606735,0.153095924,0.211184717,0.095614628,0.116883213,0.056181055,0.082924862,0.038455389,0.054836739,0.090159131,0.275062418,0.065100875,0.105010607,0.126267608,0.093541098,0.084925585,0.299806048,0.156478533,0.048235558
hsa-mir-194-2,0.158456427,0.10016364,0.028433584,0.196712928,0.026113741,0.092807686,0.087071685,0.118650868,0.115768,0.051546999,0.051470243,0.143327386,0.232174042,0.094438196,0.128848091,0.044868521,0.094776175,0.03482956,0.052914472,0.110436516,0.292827724,0.061175325,0.092235028,0.135883618,0.082662002,0.083650978,0.300219728,0.147196743,0.041579941
hsa-mir-195,0.075079189,0.039061356,0.246973402,0.106113135,0.031963385,0.01157562,0.135443957,0.237309999,0.036533997,0.070438868,0.064678175,0.077471837,0.035416258,0.117240437,0.117799642,0.076054858,0.077083892,0.212071355,0.081754202,0.110896775,0.011738277,0.047655923,0.060246697,0.097540461,0.155843242,0.109779715,0.06866721,0.063109498,0.005209537
hsa-mir-196a-1,0.616598546,0.110670918,0.221815571,0.236904579,0.000697441,0.028309204,0.035985731,0.623123584,0.056666873,0.532181642,0.042463141,0.068537317,0.064100326,0.125660109,0.199721103,0.113778268,0.001261162,0.009112936,0.005958048,0.016365746,0.160049129,0.172200702,0.004452256,0.254100135,0.031561547,0.019791024,0.0019079,6.36E-05,0.00310161
hsa-mir-196a-2,0.60167848,0.102863096,0.175438094,0.207510526,0.000639858,0.02177529,0.03157406,0.557553393,0.05725483,0.436836926,0.036901274,0.060379799,0.052578836,0.118751038,0.281588807,0.10653226,0.001678784,0.010289309,0.005419618,0.018397405,0.144137058,0.149638236,0.003193459,0.216206004,0.030823245,0.01692146,0.001059942,0.000284138,0.002508641
hsa-mir-196b,0.021312271,0.031271425,0.00461641,0.010571083,0.007970464,0.007170789,0.020282372,0.022996236,0.007254596,0.022553499,0.027309347,0.006080147,0.01351164,0.002434315,0.003259671,0.01954299,0.033928241,0.011727383,0.049100575,0.001868354,0.004977671,0.02426288,0.002517289,0.006903888,0.028453408,0.001834764,0.047656898,0.002292671,0.001309704
hsa-mir-197,0.257532432,0.195237839,0.052657956,0.114791255,0.034894694,0.165457887,0.099952314,0.097375084,0.06511432,0.127870402,0.115982342,0.005341661,0.099149452,0.058175524,0.138097632,0.068421806,0.113669504,0.209987619,0.035156151,0.163797615,0.081429374,0.083976036,0.027511602,0.039339027,0.293434707,0.013057302,0.041490487,0.111507536,0.032765583
hsa-mir-1976,0.029525114,0.054944588,0.053078301,0.052526118,0.009705288,0.147491577,0.075206669,0.062783514,0.026113183,0.17833803,0.073260694,0.045858026,0.180827573,0.089561463,0.019117156,0.052593893,0.062541649,0.046533895,0.05257177,0.062195287,0.01831642,0.07111023,0.135771589,0.040063256,0.101849482,0.054861205,0.15287922,0.128297238,0.077907133
hsa-mir-199a-1,0.145358914,0.156034902,0.089822368,0.139759037,0.066312698,0.074849727,0.146207422,0.202147216,0.36535765,0.245052957,0.180407884,0.10120666,0.118645833,0.075405108,0.071980496,0.124548831,0.24962055,0.212380904,0.259281195,0.327063024,0.052377716,0.202315559,0.066464012,0.149275939,0.228345495,0.107686552,0.102071585,0.018049343,0.011139728
hsa-mir-199a-2,0.139981479,0.152333365,0.086190787,0.138166523,0.064110279,0.076373184,0.134203768,0.193812691,0.314270351,0.242994816,0.174768092,0.09366205,0.114999226,0.059753329,0.048215795,0.111345801,0.231154353,0.190403343,0.236713244,0.260714936,0.051751389,0.206622471,0.064008037,0.12081244,0.218102249,0.087090426,0.093408746,0.012863977,0.011074407
hsa-mir-199b,0.136166745,0.159839589,0.08802181,0.147793699,0.057598462,0.077414553,0.127923808,0.205379271,0.265280906,0.247258061,0.173180752,0.088661824,0.111802879,0.048034859,0.028843363,0.103365899,0.219597001,0.187140193,0.225293697,0.190549137,0.05322421,0.218536548,0.065814343,0.095286539,0.227954899,0.065743784,0.089061846,0.007233635,0.010918983
hsa-mir-19a,0.304229094,0.040912704,0.008049319,0.060071438,0.029320448,0.206507734,0.001862837,0.056814031,0.037481663,0.019271294,0.020387815,0.010624719,0.069843424,0.117886886,0.11466874,0.011353396,0.023511314,0.028541554,0.017400744,0.050425077,0.061106398,0.021278252,0.002353569,0.030868895,0.052461401,0.022991858,0.032533526,0.043627885,0.009786511
hsa-mir-19b-1,0.180318174,0.041354259,0.011036079,0.064953408,0.020854686,0.233396178,0.019643899,0.044838891,0.032548403,0.043441838,0.043805582,0.008642149,0.067096804,0.13686342,0.151764518,0.034604456,0.022685782,0.050521316,0.032858249,0.054161906,0.043796407,0.027742952,0.001115368,0.042785652,0.095319392,0.031081581,0.046118607,0.077422854,0.011496274
hsa-mir-19b-2,0.179434456,0.037843085,0.011359741,0.059736277,0.016453485,0.183711037,0.01914223,0.040724338,0.042122847,0.045268337,0.042691015,0.008778301,0.074846715,0.138570591,0.1301563,0.03592803,0.020878728,0.066638292,0.031225134,0.053402617,0.039714535,0.027079197,0.000444106,0.033699329,0.109183693,0.035369411,0.055121687,0.071418437,0.011556774
hsa-mir-200a,0.37056654,0.349265247,0.168426459,0.205255165,0.126097913,0.253171203,0.18084616,0.166494042,0.071515272,0.46302261,0.192224688,0.136038885,0.205988776,0.135042784,0.827709679,0.142289862,0.287894581,0.017873863,0.19051784,0.004622442,0.19067777,0.104759796,0.344170749,0.103165107,0.176726017,0.163970399,0.468480153,0.227491634,0.1901164
hsa-mir-200b,0.329125715,0.335218852,0.125059095,0.180758447,0.084060991,0.149643081,0.083389624,0.094404764,0.084704742,0.289799216,0.242120373,0.098814583,0.110013572,0.159085508,0.796429257,0.099321709,0.192155096,0.02079391,0.129271537,0.004815206,0.108733449,0.068663274,0.118691686,0.078277776,0.097800894,0.170371252,0.353279637,0.189651908,0.089727677
hsa-mir-200c,0.378869041,0.158377052,0.18435059,0.292825922,0.063147011,0.323617234,0.192717825,0.12227728,0.074669286,0.156919692,0.268030805,0.10377423,0.321515695,0.498043679,0.537549228,0.067307592,0.263974956,0.036226146,0.176665274,0.00153205,0.278709805,0.095492371,0.059308683,0.19030794,0.088837555,0.156826912,0.282471206,0.388199868,0.117871428
hsa-mir-203a,0.212739694,0.055589193,0.006034441,0.029893179,0.003014224,0.052488742,0.051259251,0.016754158,0.002571507,0.099459182,0.103534564,0.058922596,0.066006175,0.045354794,0.136495183,0.030964941,0.144900609,0.009107688,0.00157739,0.008312997,0.040647411,0.028248947,0.0294335,0.027623607,0.006728691,0.02255353,0.10091305,0.008949123,0.010154497
hsa-mir-203b,0.445041336,0.007328313,0.000193752,0.029143902,0.002019352,0.030840838,0.03216542,0.01415179,0.001293642,0.061843825,0.119549828,0.023535829,0.040908949,0.064639473,0.072923631,0.046776236,0.137205844,0.013312994,9.12E-05,0.000562644,0.037157708,0.018783203,0.002354135,0.007160282,0.004986244,0.018439322,0.123260468,0.0059321,0.021520066
hsa-mir-204,0,0.003777171,0.000936225,0,0,0.000491833,0.011201863,0,0.001666928,0.00177087,0.004676577,0,0.000961923,0.006878426,0.001423728,0.011059398,0.004412575,0.032489613,0.002642776,0.013291605,0,0.000338032,0,0.004131229,0.029448129,0.007542878,0.00256174,0,0.000300107
hsa-mir-205,0.001068605,0.031787549,0.016228072,0.042420217,0.001212254,0.000491946,0.15869568,0.011181758,0.01685462,0.147429232,0.021237645,0.006049982,0.104732111,0.022293811,0.005310039,0.217352078,0.095454592,0.128821265,0.00287234,0.000139295,0.000185939,0.062131647,0.000886922,0.166463866,0.026507321,0.026645034,0.037705948,0.005468015,0.000418333
hsa-mir-20a,0.15587773,0.032532179,0.008392693,0.033616747,0.011984805,0.738772532,0.023148533,0.037070981,0.039981835,0.03855354,0.028716486,0.00571781,0.125610927,0.276640315,0.065721607,0.008241998,0.027908742,0.025784418,0.020887431,0.076557523,0.029820593,0.01924825,0.005013627,0.092193777,0.032418493,0.056272435,0.030854308,0.160381886,0.005193319
hsa-mir-20b,0.004388276,0.004766775,0.000256452,0.010217831,0.000381834,0.017032917,0.002630085,0.001029201,0.001663357,0.008211701,0.001729371,0.002806511,0.025859817,0.004110871,0.045795955,0.004462967,0.002676406,0.001373082,0.000654969,0.001844071,0.001080931,0.001746069,0.000840814,0.019439837,0.005185593,0.005921754,0.001202941,0.010219791,0.002466164
hsa-mir-21,0.245565288,0.606693618,0.271146259,0.578701256,0.61475886,0.573750696,0.135227696,0.263951736,0.757487395,0.223636802,0.273750437,0.427849866,0.297437891,0.477615175,0.255987307,0.433376365,0.316247243,0.054613448,0.4772928,0.391964891,0.194830728,0.437909538,0.549958435,0.556769129,0.266189777,0.266549727,0.210102481,0.398110402,0.379448131
hsa-mir-210,0.444870134,0.152979138,0.001410767,0.111267911,0.022619168,0.077285798,0.006909837,0.2698832,0.042606151,0.118924594,0.018135307,0.013202032,0.131973023,0.004477734,0.110140533,0.022515025,0.281314663,0.005778566,0.044200642,0.014948492,0.12203385,0.057439183,0.00706505,0.010100471,0.026625729,0.00064833,0.051575264,0.133780834,0.024217675
hsa-mir-2110,0.318082161,0.095619959,0.076745212,0.084881736,0.156836553,0.085377328,0.060766665,0.101457596,0.012056774,0.064042816,0.027060249,0.069165761,0.097405246,0.045228294,0.061786305,0.009998976,0.095747438,0.018799586,0.042477768,0.06991794,0.014799578,0.014669802,0.012189196,0.014940443,0.135542921,0.00681963,0.024705144,0.056311091,0.026047715
hsa-mir-212,0.116209202,0.05703529,0.096602728,0.051684961,0,0.055700075,0.042287026,0.039714493,0.018877967,0.040110193,0.109455284,0.01031398,0.029050094,0.051932115,0.05374574,0.046967878,0.02776246,0.019623724,0.026603933,0.269124807,0.007724182,0.053595172,0.063617777,0.025992317,0.090954568,0.014237179,0.03223522,0.026718021,0.074771352
hsa-mir-214,0.033937125,0.039495192,0.040059661,0.048311217,0.013927693,0.014013244,0.023847791,0.053440134,0.11470987,0.061696334,0.059768422,0.016901688,0.024032381,0.02596349,0.032530931,0.031570847,0.043455988,0.047770322,0.060355396,0.130744528,0.011921812,0.034795459,0.006292051,0.021043365,0.038329575,0.022997029,0.02226309,0.009102184,0.003099128
hsa-mir-215,0.130488707,0.028019098,0.085984731,0.128508044,0.00459571,0.018763312,0.011870793,0.029729675,0.021197647,0.015012944,0.036673234,0.031848677,0.053007004,0.013253049,0,0.058599101,0.021821688,0.126701509,0.017425896,0.020487748,0.234179551,0.034389038,0.007143501,0.017511715,0.113478713,0.021981597,0.039815824,0.009000325,0.063605365
hsa-mir-217,0.002848532,0.000917473,0.001718197,0.002850541,0.000877827,0.001115016,0.001360464,0.008517999,0.003509101,0.002007336,0.0055661,0.004866733,0.006386456,0.019846683,0.012449629,0.002910184,0.003096348,0.006734263,0.004564829,0.002054516,0.001491021,0.002463244,0.001500928,0.004292639,0.011921565,0.004733086,0.001797598,0.002578728,0.000631762
hsa-mir-218-1,0.102280241,0.052769191,0.130359295,0.062443607,0.04089048,0.071884032,0.112358743,0.076552963,0.070488197,0.093653675,0.132283047,0.032241641,0.05632305,0.129782377,0.095533839,0.067228027,0.05035258,0.26496191,0.11404126,0.76160633,0.043864143,0.062152665,0.01582059,0.117720106,0.297634112,0.16439617,0.036292779,0.146217375,0.009134437
hsa-mir-218-2,0.085402931,0.028983179,0.120891873,0.052805503,0.031229302,0.074622963,0.113729301,0.044570234,0.037844242,0.09510754,0.09774235,0.016077498,0.044444553,0.146026083,0.086460376,0.069601668,0.051700544,0.275468851,0.098369654,0.653117362,0.039701454,0.059283246,0.016667491,0.102037328,0.249490022,0.153676798,0.019151351,0.138663122,0.001959162
hsa-mir-219a-1,0.250720622,0.150740284,0.071167722,0.156113988,0.024724514,0.123377169,0.127727605,0,0.019006927,0.06057625,0.058656417,0.062306576,0.219363885,0.114080355,0.32467711,0.094577401,0.251568789,0,0.107142622,0.39955569,0.046661695,0.038543747,0.067254933,0.094211488,0,0.075255781,0.136312684,0.145262834,0.041062975
hsa-mir-22,0.222206475,0.157844493,0.181272927,0.172147371,0.083792111,0.279089388,0.162599614,0.174538435,0.168744272,0.188361621,0.322073971,0.255078846,0.229440772,0.094714032,0.156371822,0.080234428,0.229127109,0.403317531,0.27409201,0.337526478,0.139326093,0.210411655,0.274570875,0.163710599,0.311177739,0.094691796,0.21127565,0.110404065,0.075454494
hsa-mir-221,0.033189729,0.112244151,0.086555422,0.074815796,0.014349463,0.141055905,0.031809534,0.032654308,0.033575948,0.040072298,0.070992026,0.02682722,0.052971929,0.06087017,0.022387884,0.01857341,0.020163296,0.072897606,0.043229614,0.635604775,0.009474229,0.051778168,0.066522039,0.021019247,0.165325568,0.02146967,0.221196118,0.308290273,0.000647271
hsa-mir-222,0.037087094,0.063149852,0.012276401,0.056244793,0.007172338,0.106277751,0.016045389,0.034320572,0.017808125,0.027075455,0.049556843,0.009423756,0.041633016,0.027761707,0.004117021,0.016699536,0.028368689,0.056606844,0.022632091,0.354001725,0.013657847,0.031971265,0.014047719,0.007744527,0.123409146,0.005896438,0.196355428,0.185121241,0.000222604
hsa-mir-223,0.045621612,0.006390844,0.074614595,0.026755857,0.002437774,0.061605764,0.035189895,0.010767831,0.026726615,0.025567295,0.050987559,0.02537215,0.048538365,0.10987572,0.04876586,0.017779206,0.009369587,0.137893193,0.006367721,0.1682025,0.005582833,0.014523481,0.008338443,0.032740492,0.230837556,0.081573421,0.018635222,0.030297179,1.44E-05
hsa-mir-224,0.014053562,1,0.016263425,0.189436214,0.00692938,0.004594294,0.010326166,0.006034293,0.006556235,0.002611893,0.017014038,0.004365563,0.009458408,0.027361121,0.016099133,0.003398279,0.019163036,0.115646019,0.002454224,0.091782694,0.003017898,0.004154769,0.002899861,0.008124317,0.175708935,0.005562576,0.003358545,0.004871503,0.002213162
hsa-mir-2277,0.296543787,0.509401311,0,0.043963403,0.097477786,0.044220061,0.314733037,0.078822964,0,0.199020914,0.052558164,0,0.172970756,0.056220957,0.320014162,0.031073047,0.132243103,0.058422021,0.052801951,0.081479469,0.275949209,0.091176422,0.056819134,0.030952814,0,0,0.076774267,0,0.094437498
hsa-mir-2355,0.129748346,0.194580335,0.152786519,0.121915318,0.157354385,0.091634463,0.074143774,0.145002348,0.068674949,0.101231786,0.334789943,0.091765569,0.063765462,0.142418857,0.036750636,0.068263956,0.112653463,0.14087971,0.087587142,0.389924499,0.079371817,0.207893721,0.066734257,0.034997158,0.225647389,0.093581204,0.207906836,0.07090436,0.037586408
hsa-mir-23a,0.125195768,0.211796004,0.110351239,0.127143988,0.065407196,0.156454238,0.107936914,0.209528407,0.105613427,0.146372764,0.201146212,0.151422436,0.340191812,0.053153413,0.085466341,0.085669565,0.227923646,0.146000771,0.214650851,0.210220069,0.131165457,0.155004608,0.136427729,0.043141728,0.188486501,0.017715225,0.175306064,0.091579602,0.025016906
hsa-mir-23b,0.130990992,0.31302116,0.103304104,0.120947829,0.083503803,0.058827805,0.133531365,0.291960634,0.084448192,0.81489165,0.123178587,0.134265189,0.078955757,0.046581269,0.044693791,0.097009522,0.340937013,0.126247529,0.273422925,0.168289511,0.041457821,0.193948418,0.096852176,0.032892627,0.209292345,0.031699526,0.37158896,0.012467164,0.032360077
hsa-mir-24-1,0.092890667,0.293632136,0.290028523,0.14686904,0.067347009,0.237028899,0.056001426,0.108852019,0.052273721,0.36734439,0.138008452,0.051682658,0.198882535,0.09811785,0.021595682,0.088736431,0.107122603,0.183397734,0.094380649,0.150050224,0.103988698,0.111063275,0.040410743,0.018632252,0.368271086,0.034788031,0.156109222,0.081414547,0.012350448
hsa-mir-24-2,0.093015335,0.286119929,0.279353744,0.158247679,0.067464713,0.230754358,0.06213986,0.105448547,0.054879052,0.342572846,0.136410332,0.055831858,0.195473029,0.098831425,0.017761374,0.086105004,0.107104252,0.198583774,0.092855414,0.163222302,0.105336596,0.112665427,0.040210209,0.019879059,0.380544024,0.032192995,0.155894447,0.082322926,0.01334473
hsa-mir-25,0.331683946,0.218329712,0.102892103,0.264421567,0.173037102,0.157262739,0.053259364,0.143459251,0.081524132,0.048567352,0.070206466,0.073090739,0.28843406,0.246837424,0.107672644,0.043128162,0.063070314,0.081946348,0.077031059,0.079983608,0.164669869,0.061483756,0.115598629,0.047002059,0.121857444,0.124962816,0.059911002,0.115174407,0.023363282
hsa-mir-26a-1,0.13404369,0.113138071,0.236078009,0.250473333,0.028894853,0.122750917,0.150934499,0.189342996,0.066005,0.106761587,0.127441634,0.074803342,0.04061687,0.175439849,0.027929294,0.189367223,0.067251655,0.277567911,0.094359065,0.161243729,0.13440407,0.103954368,0.120743243,0.123172837,0.31672804,0.13739323,0.094738458,0.12724607,0.039066235
hsa-mir-26a-2,0.134822657,0.107817089,0.238214431,0.250413908,0.02281903,0.110544613,0.141103086,0.182479478,0.06764451,0.107621869,0.131116478,0.074929066,0.032614331,0.170618849,0.028001817,0.186661288,0.058145193,0.255793835,0.092129587,0.154530767,0.135074209,0.09930702,0.112893642,0.125052599,0.333570754,0.133699725,0.092152589,0.123280115,0.031852864
hsa-mir-26b,0.269608982,0.061671833,0.088684658,0.334910056,0.067926828,0.079861156,0.099475515,0.182954475,0.135112619,0.166222432,0.168373503,0.054832517,0.03758482,0.25132954,0.136324278,0.281453105,0.139223631,0.279675641,0.108677977,0.382581794,0.1765884,0.134852935,0.017219677,0.093460029,0.444090483,0.061021019,0.13633829,0.168119655,0.051999452
